,premise,hypothesis,label,duration_type,prem_fixed
2195,before 240 hours the showing will begin,the showing will begin in 6 days,Neutral,hour_day,False
2196,before 240 hours Mary's party will start,Mary's party will start in 7 days,Neutral,hour_day,False
2197,before 240 hours dinner will be ready,dinner will be ready in 8 days,Neutral,hour_day,False
2198,before 240 hours class will start,class will start in 9 days,Neutral,hour_day,False
2199,before 240 hours dinner will be ready,dinner will be ready in 10 days,Contradiction,hour_day,False
2200,before 24 hours we will collect the exams,we will collect the exams before 1 days,Entailment,hour_day,False
2201,before 24 hours the coffee will be ready to drink,the coffee will be ready to drink before 2 days,Entailment,hour_day,False
2202,before 24 hours class will start,class will start before 3 days,Entailment,hour_day,False
2203,before 24 hours Luke will eat dinner,Luke will eat dinner before 4 days,Entailment,hour_day,False
2204,before 24 hours Mary's party will start,Mary's party will start before 5 days,Entailment,hour_day,False
2205,before 24 hours Luke will eat dinner,Luke will eat dinner before 6 days,Entailment,hour_day,False
2206,before 24 hours the showing will begin,the showing will begin before 7 days,Entailment,hour_day,False
2207,before 24 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 8 days,Entailment,hour_day,False
2208,before 24 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 9 days,Entailment,hour_day,False
2209,before 24 hours Luke will eat dinner,Luke will eat dinner before 10 days,Entailment,hour_day,False
2210,before 48 hours the race will commence,the race will commence before 1 days,Neutral,hour_day,False
2211,before 48 hours Mary's party will start,Mary's party will start before 2 days,Entailment,hour_day,False
2212,before 48 hours class will start,class will start before 3 days,Entailment,hour_day,False
2213,before 48 hours the next song is ready to play,the next song is ready to play before 4 days,Entailment,hour_day,False
2214,before 48 hours commercial break is over,commercial break is over before 5 days,Entailment,hour_day,False
2215,before 48 hours the next song is ready to play,the next song is ready to play before 6 days,Entailment,hour_day,False
2216,before 48 hours Mary's party will start,Mary's party will start before 7 days,Entailment,hour_day,False
2217,before 48 hours the next song is ready to play,the next song is ready to play before 8 days,Entailment,hour_day,False
2218,before 48 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 9 days,Entailment,hour_day,False
2219,before 48 hours the oven will be ready,the oven will be ready before 10 days,Entailment,hour_day,False
2220,before 72 hours the coffee will be ready to drink,the coffee will be ready to drink before 1 days,Neutral,hour_day,False
2221,before 72 hours dinner will be ready,dinner will be ready before 2 days,Neutral,hour_day,False
2222,before 72 hours the webpage should finish loading,the webpage should finish loading before 3 days,Entailment,hour_day,False
2223,before 72 hours Luke will eat dinner,Luke will eat dinner before 4 days,Entailment,hour_day,False
2224,before 72 hours the servers will be back up,the servers will be back up before 5 days,Entailment,hour_day,False
2225,before 72 hours the coffee will be ready to drink,the coffee will be ready to drink before 6 days,Entailment,hour_day,False
2226,before 72 hours we will eat our meal,we will eat our meal before 7 days,Entailment,hour_day,False
2227,before 72 hours class will end,class will end before 8 days,Entailment,hour_day,False
2228,before 72 hours the oven will be ready,the oven will be ready before 9 days,Entailment,hour_day,False
2229,before 72 hours the servers will be back up,the servers will be back up before 10 days,Entailment,hour_day,False
2230,before 96 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 1 days,Neutral,hour_day,False
2231,before 96 hours Jeopardy is starting,Jeopardy is starting before 2 days,Neutral,hour_day,False
2232,before 96 hours the race will commence,the race will commence before 3 days,Neutral,hour_day,False
2233,before 96 hours the servers will be back up,the servers will be back up before 4 days,Entailment,hour_day,False
2234,before 96 hours the servers will be back up,the servers will be back up before 5 days,Entailment,hour_day,False
2235,before 96 hours we will eat our meal,we will eat our meal before 6 days,Entailment,hour_day,False
2236,before 96 hours the oven will be ready,the oven will be ready before 7 days,Entailment,hour_day,False
2237,before 96 hours our plane will be departing,our plane will be departing before 8 days,Entailment,hour_day,False
2238,before 96 hours the showing will begin,the showing will begin before 9 days,Entailment,hour_day,False
2239,before 96 hours class will start,class will start before 10 days,Entailment,hour_day,False
2240,before 120 hours dinner will be ready,dinner will be ready before 1 days,Neutral,hour_day,False
2241,before 120 hours the President is giving a speech,the President is giving a speech before 2 days,Neutral,hour_day,False
2242,before 120 hours the showing will begin,the showing will begin before 3 days,Neutral,hour_day,False
2243,before 120 hours the coffee will be ready to drink,the coffee will be ready to drink before 4 days,Neutral,hour_day,False
2244,before 120 hours we will collect the exams,we will collect the exams before 5 days,Entailment,hour_day,False
2245,before 120 hours class will start,class will start before 6 days,Entailment,hour_day,False
2246,before 120 hours the coffee will be ready to drink,the coffee will be ready to drink before 7 days,Entailment,hour_day,False
2247,before 120 hours the President is giving a speech,the President is giving a speech before 8 days,Entailment,hour_day,False
2248,before 120 hours we will collect the exams,we will collect the exams before 9 days,Entailment,hour_day,False
2249,before 120 hours our plane will be departing,our plane will be departing before 10 days,Entailment,hour_day,False
2250,before 144 hours the race will commence,the race will commence before 1 days,Neutral,hour_day,False
2251,before 144 hours commercial break is over,commercial break is over before 2 days,Neutral,hour_day,False
2252,before 144 hours our plane will be departing,our plane will be departing before 3 days,Neutral,hour_day,False
2253,before 144 hours we will eat our meal,we will eat our meal before 4 days,Neutral,hour_day,False
2254,before 144 hours the servers will be back up,the servers will be back up before 5 days,Neutral,hour_day,False
2255,before 144 hours dinner will be ready,dinner will be ready before 6 days,Entailment,hour_day,False
2256,before 144 hours Mary's party will start,Mary's party will start before 7 days,Entailment,hour_day,False
2257,before 144 hours dinner will be ready,dinner will be ready before 8 days,Entailment,hour_day,False
2258,before 144 hours Luke will eat dinner,Luke will eat dinner before 9 days,Entailment,hour_day,False
2259,before 144 hours Luke will eat dinner,Luke will eat dinner before 10 days,Entailment,hour_day,False
2260,before 168 hours the webpage should finish loading,the webpage should finish loading before 1 days,Neutral,hour_day,False
2261,before 168 hours the grocery store will close,the grocery store will close before 2 days,Neutral,hour_day,False
2262,before 168 hours the servers will be back up,the servers will be back up before 3 days,Neutral,hour_day,False
2263,before 168 hours the President is giving a speech,the President is giving a speech before 4 days,Neutral,hour_day,False
2264,before 168 hours Luke will eat dinner,Luke will eat dinner before 5 days,Neutral,hour_day,False
2265,before 168 hours Mary's party will start,Mary's party will start before 6 days,Neutral,hour_day,False
2266,before 168 hours Luke will eat dinner,Luke will eat dinner before 7 days,Entailment,hour_day,False
2267,before 168 hours class will end,class will end before 8 days,Entailment,hour_day,False
2268,before 168 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 9 days,Entailment,hour_day,False
2269,before 168 hours the oven will be ready,the oven will be ready before 10 days,Entailment,hour_day,False
2270,before 192 hours we will eat our meal,we will eat our meal before 1 days,Neutral,hour_day,False
2271,before 192 hours the showing will begin,the showing will begin before 2 days,Neutral,hour_day,False
2272,before 192 hours we will eat our meal,we will eat our meal before 3 days,Neutral,hour_day,False
2273,before 192 hours our plane will be departing,our plane will be departing before 4 days,Neutral,hour_day,False
2274,before 192 hours the oven will be ready,the oven will be ready before 5 days,Neutral,hour_day,False
2275,before 192 hours commercial break is over,commercial break is over before 6 days,Neutral,hour_day,False
2276,before 192 hours the grocery store will close,the grocery store will close before 7 days,Neutral,hour_day,False
2277,before 192 hours the race will commence,the race will commence before 8 days,Entailment,hour_day,False
2278,before 192 hours class will end,class will end before 9 days,Entailment,hour_day,False
2279,before 192 hours the oven will be ready,the oven will be ready before 10 days,Entailment,hour_day,False
2280,before 216 hours Luke will eat dinner,Luke will eat dinner before 1 days,Neutral,hour_day,False
2281,before 216 hours the webpage should finish loading,the webpage should finish loading before 2 days,Neutral,hour_day,False
2282,before 216 hours our plane will be departing,our plane will be departing before 3 days,Neutral,hour_day,False
2283,before 216 hours Mary's party will start,Mary's party will start before 4 days,Neutral,hour_day,False
2284,before 216 hours the oven will be ready,the oven will be ready before 5 days,Neutral,hour_day,False
2285,before 216 hours Mary's party will start,Mary's party will start before 6 days,Neutral,hour_day,False
2286,before 216 hours the grocery store will close,the grocery store will close before 7 days,Neutral,hour_day,False
2287,before 216 hours the showing will begin,the showing will begin before 8 days,Neutral,hour_day,False
2288,before 216 hours the grocery store will close,the grocery store will close before 9 days,Entailment,hour_day,False
2289,before 216 hours class will start,class will start before 10 days,Entailment,hour_day,False
2290,before 240 hours our plane will be departing,our plane will be departing before 1 days,Neutral,hour_day,False
2291,before 240 hours the showing will begin,the showing will begin before 2 days,Neutral,hour_day,False
2292,before 240 hours we will eat our meal,we will eat our meal before 3 days,Neutral,hour_day,False
2293,before 240 hours we will collect the exams,we will collect the exams before 4 days,Neutral,hour_day,False
2294,before 240 hours we will eat our meal,we will eat our meal before 5 days,Neutral,hour_day,False
2295,before 240 hours the oven will be ready,the oven will be ready before 6 days,Neutral,hour_day,False
2296,before 240 hours Mary's party will start,Mary's party will start before 7 days,Neutral,hour_day,False
2297,before 240 hours the next song is ready to play,the next song is ready to play before 8 days,Neutral,hour_day,False
2298,before 240 hours class will start,class will start before 9 days,Neutral,hour_day,False
2299,before 240 hours the showing will begin,the showing will begin before 10 days,Entailment,hour_day,False
2300,before 24 hours our plane will be departing,our plane will be departing after 1 days,Contradiction,hour_day,False
2301,before 24 hours the webpage should finish loading,the webpage should finish loading after 2 days,Contradiction,hour_day,False
2302,before 24 hours we will eat our meal,we will eat our meal after 3 days,Contradiction,hour_day,False
2303,before 24 hours Jeopardy is starting,Jeopardy is starting after 4 days,Contradiction,hour_day,False
2304,before 24 hours we will eat our meal,we will eat our meal after 5 days,Contradiction,hour_day,False
2305,before 24 hours Mary's party will start,Mary's party will start after 6 days,Contradiction,hour_day,False
2306,before 24 hours commercial break is over,commercial break is over after 7 days,Contradiction,hour_day,False
2307,before 24 hours Jeopardy is starting,Jeopardy is starting after 8 days,Contradiction,hour_day,False
2308,before 24 hours we will eat our meal,we will eat our meal after 9 days,Contradiction,hour_day,False
2309,before 24 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens after 10 days,Contradiction,hour_day,False
2310,before 48 hours the President is giving a speech,the President is giving a speech after 1 days,Neutral,hour_day,False
2311,before 48 hours Mary's party will start,Mary's party will start after 2 days,Contradiction,hour_day,False
2312,before 48 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens after 3 days,Contradiction,hour_day,False
2313,before 48 hours Luke will eat dinner,Luke will eat dinner after 4 days,Contradiction,hour_day,False
2314,before 48 hours the servers will be back up,the servers will be back up after 5 days,Contradiction,hour_day,False
2315,before 48 hours the grocery store will close,the grocery store will close after 6 days,Contradiction,hour_day,False
2316,before 48 hours the race will commence,the race will commence after 7 days,Contradiction,hour_day,False
2317,before 48 hours the oven will be ready,the oven will be ready after 8 days,Contradiction,hour_day,False
2318,before 48 hours Mary's party will start,Mary's party will start after 9 days,Contradiction,hour_day,False
2319,before 48 hours our plane will be departing,our plane will be departing after 10 days,Contradiction,hour_day,False
2320,before 72 hours the next song is ready to play,the next song is ready to play after 1 days,Neutral,hour_day,False
2321,before 72 hours class will start,class will start after 2 days,Neutral,hour_day,False
2322,before 72 hours we will collect the exams,we will collect the exams after 3 days,Contradiction,hour_day,False
2323,before 72 hours the showing will begin,the showing will begin after 4 days,Contradiction,hour_day,False
2324,before 72 hours the servers will be back up,the servers will be back up after 5 days,Contradiction,hour_day,False
2325,before 72 hours the oven will be ready,the oven will be ready after 6 days,Contradiction,hour_day,False
2326,before 72 hours the webpage should finish loading,the webpage should finish loading after 7 days,Contradiction,hour_day,False
2327,before 72 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens after 8 days,Contradiction,hour_day,False
2328,before 72 hours the servers will be back up,the servers will be back up after 9 days,Contradiction,hour_day,False
2329,before 72 hours Mary's party will start,Mary's party will start after 10 days,Contradiction,hour_day,False
2330,before 96 hours we will collect the exams,we will collect the exams after 1 days,Neutral,hour_day,False
2331,before 96 hours the oven will be ready,the oven will be ready after 2 days,Neutral,hour_day,False
2332,before 96 hours we will eat our meal,we will eat our meal after 3 days,Neutral,hour_day,False
2333,before 96 hours our plane will be departing,our plane will be departing after 4 days,Contradiction,hour_day,False
2334,before 96 hours class will start,class will start after 5 days,Contradiction,hour_day,False
2335,before 96 hours class will start,class will start after 6 days,Contradiction,hour_day,False
2336,before 96 hours the next song is ready to play,the next song is ready to play after 7 days,Contradiction,hour_day,False
2337,before 96 hours the oven will be ready,the oven will be ready after 8 days,Contradiction,hour_day,False
2338,before 96 hours Jeopardy is starting,Jeopardy is starting after 9 days,Contradiction,hour_day,False
2339,before 96 hours the showing will begin,the showing will begin after 10 days,Contradiction,hour_day,False
2340,before 120 hours we will collect the exams,we will collect the exams after 1 days,Neutral,hour_day,False
2341,before 120 hours the race will commence,the race will commence after 2 days,Neutral,hour_day,False
2342,before 120 hours the showing will begin,the showing will begin after 3 days,Neutral,hour_day,False
2343,before 120 hours class will end,class will end after 4 days,Neutral,hour_day,False
2344,before 120 hours we will eat our meal,we will eat our meal after 5 days,Contradiction,hour_day,False
2345,before 120 hours the grocery store will close,the grocery store will close after 6 days,Contradiction,hour_day,False
2346,before 120 hours the grocery store will close,the grocery store will close after 7 days,Contradiction,hour_day,False
2347,before 120 hours the grocery store will close,the grocery store will close after 8 days,Contradiction,hour_day,False
2348,before 120 hours Mary's party will start,Mary's party will start after 9 days,Contradiction,hour_day,False
2349,before 120 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens after 10 days,Contradiction,hour_day,False
2350,before 144 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens after 1 days,Neutral,hour_day,False
2351,before 144 hours class will end,class will end after 2 days,Neutral,hour_day,False
2352,before 144 hours the grocery store will close,the grocery store will close after 3 days,Neutral,hour_day,False
2353,before 144 hours the race will commence,the race will commence after 4 days,Neutral,hour_day,False
2354,before 144 hours we will collect the exams,we will collect the exams after 5 days,Neutral,hour_day,False
2355,before 144 hours our plane will be departing,our plane will be departing after 6 days,Contradiction,hour_day,False
2356,before 144 hours class will start,class will start after 7 days,Contradiction,hour_day,False
2357,before 144 hours Jeopardy is starting,Jeopardy is starting after 8 days,Contradiction,hour_day,False
2358,before 144 hours the oven will be ready,the oven will be ready after 9 days,Contradiction,hour_day,False
2359,before 144 hours class will start,class will start after 10 days,Contradiction,hour_day,False
2360,before 168 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens after 1 days,Neutral,hour_day,False
2361,before 168 hours the grocery store will close,the grocery store will close after 2 days,Neutral,hour_day,False
2362,before 168 hours Mary's party will start,Mary's party will start after 3 days,Neutral,hour_day,False
2363,before 168 hours the coffee will be ready to drink,the coffee will be ready to drink after 4 days,Neutral,hour_day,False
2364,before 168 hours the grocery store will close,the grocery store will close after 5 days,Neutral,hour_day,False
2365,before 168 hours the oven will be ready,the oven will be ready after 6 days,Neutral,hour_day,False
2366,before 168 hours Mary's party will start,Mary's party will start after 7 days,Contradiction,hour_day,False
2367,before 168 hours our plane will be departing,our plane will be departing after 8 days,Contradiction,hour_day,False
2368,before 168 hours the next song is ready to play,the next song is ready to play after 9 days,Contradiction,hour_day,False
2369,before 168 hours class will end,class will end after 10 days,Contradiction,hour_day,False
2370,before 192 hours dinner will be ready,dinner will be ready after 1 days,Neutral,hour_day,False
2371,before 192 hours the webpage should finish loading,the webpage should finish loading after 2 days,Neutral,hour_day,False
2372,before 192 hours the grocery store will close,the grocery store will close after 3 days,Neutral,hour_day,False
2373,before 192 hours the coffee will be ready to drink,the coffee will be ready to drink after 4 days,Neutral,hour_day,False
2374,before 192 hours commercial break is over,commercial break is over after 5 days,Neutral,hour_day,False
2375,before 192 hours the webpage should finish loading,the webpage should finish loading after 6 days,Neutral,hour_day,False
2376,before 192 hours dinner will be ready,dinner will be ready after 7 days,Neutral,hour_day,False
2377,before 192 hours Jeopardy is starting,Jeopardy is starting after 8 days,Contradiction,hour_day,False
2378,before 192 hours we will collect the exams,we will collect the exams after 9 days,Contradiction,hour_day,False
2379,before 192 hours class will end,class will end after 10 days,Contradiction,hour_day,False
2380,before 216 hours dinner will be ready,dinner will be ready after 1 days,Neutral,hour_day,False
2381,before 216 hours the grocery store will close,the grocery store will close after 2 days,Neutral,hour_day,False
2382,before 216 hours the race will commence,the race will commence after 3 days,Neutral,hour_day,False
2383,before 216 hours the servers will be back up,the servers will be back up after 4 days,Neutral,hour_day,False
2384,before 216 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens after 5 days,Neutral,hour_day,False
2385,before 216 hours we will eat our meal,we will eat our meal after 6 days,Neutral,hour_day,False
2386,before 216 hours Mary's party will start,Mary's party will start after 7 days,Neutral,hour_day,False
2387,before 216 hours the race will commence,the race will commence after 8 days,Neutral,hour_day,False
2388,before 216 hours class will end,class will end after 9 days,Contradiction,hour_day,False
2389,before 216 hours Luke will eat dinner,Luke will eat dinner after 10 days,Contradiction,hour_day,False
2390,before 240 hours Mary's party will start,Mary's party will start after 1 days,Neutral,hour_day,False
2391,before 240 hours dinner will be ready,dinner will be ready after 2 days,Neutral,hour_day,False
2392,before 240 hours the showing will begin,the showing will begin after 3 days,Neutral,hour_day,False
2393,before 240 hours class will start,class will start after 4 days,Neutral,hour_day,False
2394,before 240 hours Mary's party will start,Mary's party will start after 5 days,Neutral,hour_day,False
2395,before 240 hours the coffee will be ready to drink,the coffee will be ready to drink after 6 days,Neutral,hour_day,False
2396,before 240 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens after 7 days,Neutral,hour_day,False
2397,before 240 hours class will start,class will start after 8 days,Neutral,hour_day,False
2398,before 240 hours the servers will be back up,the servers will be back up after 9 days,Neutral,hour_day,False
2399,before 240 hours the webpage should finish loading,the webpage should finish loading after 10 days,Contradiction,hour_day,False
2400,after 24 hours the next song is ready to play,the next song is ready to play in 1 days,Contradiction,hour_day,False
2401,after 24 hours the showing will begin,the showing will begin in 2 days,Neutral,hour_day,False
2402,after 24 hours we will collect the exams,we will collect the exams in 3 days,Neutral,hour_day,False
2403,after 24 hours the grocery store will close,the grocery store will close in 4 days,Neutral,hour_day,False
2404,after 24 hours the showing will begin,the showing will begin in 5 days,Neutral,hour_day,False
2405,after 24 hours the next song is ready to play,the next song is ready to play in 6 days,Neutral,hour_day,False
2406,after 24 hours the next song is ready to play,the next song is ready to play in 7 days,Neutral,hour_day,False
2407,after 24 hours our plane will be departing,our plane will be departing in 8 days,Neutral,hour_day,False
2408,after 24 hours our plane will be departing,our plane will be departing in 9 days,Neutral,hour_day,False
2409,after 24 hours the race will commence,the race will commence in 10 days,Neutral,hour_day,False
2410,after 48 hours the race will commence,the race will commence in 1 days,Contradiction,hour_day,False
2411,after 48 hours the coffee will be ready to drink,the coffee will be ready to drink in 2 days,Contradiction,hour_day,False
2412,after 48 hours commercial break is over,commercial break is over in 3 days,Neutral,hour_day,False
2413,after 48 hours commercial break is over,commercial break is over in 4 days,Neutral,hour_day,False
2414,after 48 hours the grocery store will close,the grocery store will close in 5 days,Neutral,hour_day,False
2415,after 48 hours Mary's party will start,Mary's party will start in 6 days,Neutral,hour_day,False
2416,after 48 hours the grocery store will close,the grocery store will close in 7 days,Neutral,hour_day,False
2417,after 48 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens in 8 days,Neutral,hour_day,False
2418,after 48 hours Jeopardy is starting,Jeopardy is starting in 9 days,Neutral,hour_day,False
2419,after 48 hours commercial break is over,commercial break is over in 10 days,Neutral,hour_day,False
2420,after 72 hours we will eat our meal,we will eat our meal in 1 days,Contradiction,hour_day,False
2421,after 72 hours the showing will begin,the showing will begin in 2 days,Contradiction,hour_day,False
2422,after 72 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens in 3 days,Contradiction,hour_day,False
2423,after 72 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens in 4 days,Neutral,hour_day,False
2424,after 72 hours commercial break is over,commercial break is over in 5 days,Neutral,hour_day,False
2425,after 72 hours the coffee will be ready to drink,the coffee will be ready to drink in 6 days,Neutral,hour_day,False
2426,after 72 hours commercial break is over,commercial break is over in 7 days,Neutral,hour_day,False
2427,after 72 hours the race will commence,the race will commence in 8 days,Neutral,hour_day,False
2428,after 72 hours the next song is ready to play,the next song is ready to play in 9 days,Neutral,hour_day,False
2429,after 72 hours the grocery store will close,the grocery store will close in 10 days,Neutral,hour_day,False
2430,after 96 hours dinner will be ready,dinner will be ready in 1 days,Contradiction,hour_day,False
2431,after 96 hours the race will commence,the race will commence in 2 days,Contradiction,hour_day,False
2432,after 96 hours the race will commence,the race will commence in 3 days,Contradiction,hour_day,False
2433,after 96 hours the race will commence,the race will commence in 4 days,Contradiction,hour_day,False
2434,after 96 hours the webpage should finish loading,the webpage should finish loading in 5 days,Neutral,hour_day,False
2435,after 96 hours dinner will be ready,dinner will be ready in 6 days,Neutral,hour_day,False
2436,after 96 hours dinner will be ready,dinner will be ready in 7 days,Neutral,hour_day,False
2437,after 96 hours Jeopardy is starting,Jeopardy is starting in 8 days,Neutral,hour_day,False
2438,after 96 hours we will collect the exams,we will collect the exams in 9 days,Neutral,hour_day,False
2439,after 96 hours commercial break is over,commercial break is over in 10 days,Neutral,hour_day,False
2440,after 120 hours we will collect the exams,we will collect the exams in 1 days,Contradiction,hour_day,False
2441,after 120 hours we will eat our meal,we will eat our meal in 2 days,Contradiction,hour_day,False
2442,after 120 hours the coffee will be ready to drink,the coffee will be ready to drink in 3 days,Contradiction,hour_day,False
2443,after 120 hours we will eat our meal,we will eat our meal in 4 days,Contradiction,hour_day,False
2444,after 120 hours we will eat our meal,we will eat our meal in 5 days,Contradiction,hour_day,False
2445,after 120 hours the showing will begin,the showing will begin in 6 days,Neutral,hour_day,False
2446,after 120 hours the President is giving a speech,the President is giving a speech in 7 days,Neutral,hour_day,False
2447,after 120 hours Mary's party will start,Mary's party will start in 8 days,Neutral,hour_day,False
2448,after 120 hours class will start,class will start in 9 days,Neutral,hour_day,False
2449,after 120 hours class will start,class will start in 10 days,Neutral,hour_day,False
2450,after 144 hours the race will commence,the race will commence in 1 days,Contradiction,hour_day,False
2451,after 144 hours the President is giving a speech,the President is giving a speech in 2 days,Contradiction,hour_day,False
2452,after 144 hours commercial break is over,commercial break is over in 3 days,Contradiction,hour_day,False
2453,after 144 hours we will collect the exams,we will collect the exams in 4 days,Contradiction,hour_day,False
2454,after 144 hours the oven will be ready,the oven will be ready in 5 days,Contradiction,hour_day,False
2455,after 144 hours the showing will begin,the showing will begin in 6 days,Contradiction,hour_day,False
2456,after 144 hours we will eat our meal,we will eat our meal in 7 days,Neutral,hour_day,False
2457,after 144 hours Mary's party will start,Mary's party will start in 8 days,Neutral,hour_day,False
2458,after 144 hours our plane will be departing,our plane will be departing in 9 days,Neutral,hour_day,False
2459,after 144 hours the oven will be ready,the oven will be ready in 10 days,Neutral,hour_day,False
2460,after 168 hours Luke will eat dinner,Luke will eat dinner in 1 days,Contradiction,hour_day,False
2461,after 168 hours the race will commence,the race will commence in 2 days,Contradiction,hour_day,False
2462,after 168 hours the servers will be back up,the servers will be back up in 3 days,Contradiction,hour_day,False
2463,after 168 hours Mary's party will start,Mary's party will start in 4 days,Contradiction,hour_day,False
2464,after 168 hours the coffee will be ready to drink,the coffee will be ready to drink in 5 days,Contradiction,hour_day,False
2465,after 168 hours our plane will be departing,our plane will be departing in 6 days,Contradiction,hour_day,False
2466,after 168 hours Jeopardy is starting,Jeopardy is starting in 7 days,Contradiction,hour_day,False
2467,after 168 hours Luke will eat dinner,Luke will eat dinner in 8 days,Neutral,hour_day,False
2468,after 168 hours class will end,class will end in 9 days,Neutral,hour_day,False
2469,after 168 hours class will end,class will end in 10 days,Neutral,hour_day,False
2470,after 192 hours the next song is ready to play,the next song is ready to play in 1 days,Contradiction,hour_day,False
2471,after 192 hours the servers will be back up,the servers will be back up in 2 days,Contradiction,hour_day,False
2472,after 192 hours the webpage should finish loading,the webpage should finish loading in 3 days,Contradiction,hour_day,False
2473,after 192 hours our plane will be departing,our plane will be departing in 4 days,Contradiction,hour_day,False
2474,after 192 hours class will start,class will start in 5 days,Contradiction,hour_day,False
2475,after 192 hours the President is giving a speech,the President is giving a speech in 6 days,Contradiction,hour_day,False
2476,after 192 hours the race will commence,the race will commence in 7 days,Contradiction,hour_day,False
2477,after 192 hours the coffee will be ready to drink,the coffee will be ready to drink in 8 days,Contradiction,hour_day,False
2478,after 192 hours Mary's party will start,Mary's party will start in 9 days,Neutral,hour_day,False
2479,after 192 hours dinner will be ready,dinner will be ready in 10 days,Neutral,hour_day,False
2480,after 216 hours the race will commence,the race will commence in 1 days,Contradiction,hour_day,False
2481,after 216 hours the coffee will be ready to drink,the coffee will be ready to drink in 2 days,Contradiction,hour_day,False
2482,after 216 hours the oven will be ready,the oven will be ready in 3 days,Contradiction,hour_day,False
2483,after 216 hours Luke will eat dinner,Luke will eat dinner in 4 days,Contradiction,hour_day,False
2484,after 216 hours we will collect the exams,we will collect the exams in 5 days,Contradiction,hour_day,False
2485,after 216 hours the grocery store will close,the grocery store will close in 6 days,Contradiction,hour_day,False
2486,after 216 hours dinner will be ready,dinner will be ready in 7 days,Contradiction,hour_day,False
2487,after 216 hours Mary's party will start,Mary's party will start in 8 days,Contradiction,hour_day,False
2488,after 216 hours the servers will be back up,the servers will be back up in 9 days,Contradiction,hour_day,False
2489,after 216 hours we will eat our meal,we will eat our meal in 10 days,Neutral,hour_day,False
2490,after 240 hours class will end,class will end in 1 days,Contradiction,hour_day,False
2491,after 240 hours the President is giving a speech,the President is giving a speech in 2 days,Contradiction,hour_day,False
2492,after 240 hours Jeopardy is starting,Jeopardy is starting in 3 days,Contradiction,hour_day,False
2493,after 240 hours commercial break is over,commercial break is over in 4 days,Contradiction,hour_day,False
2494,after 240 hours the grocery store will close,the grocery store will close in 5 days,Contradiction,hour_day,False
2495,after 240 hours the President is giving a speech,the President is giving a speech in 6 days,Contradiction,hour_day,False
2496,after 240 hours the President is giving a speech,the President is giving a speech in 7 days,Contradiction,hour_day,False
2497,after 240 hours dinner will be ready,dinner will be ready in 8 days,Contradiction,hour_day,False
2498,after 240 hours class will end,class will end in 9 days,Contradiction,hour_day,False
2499,after 240 hours class will start,class will start in 10 days,Contradiction,hour_day,False
2500,after 24 hours class will start,class will start before 1 days,Contradiction,hour_day,False
2501,after 24 hours class will end,class will end before 2 days,Neutral,hour_day,False
2502,after 24 hours our plane will be departing,our plane will be departing before 3 days,Neutral,hour_day,False
2503,after 24 hours the showing will begin,the showing will begin before 4 days,Neutral,hour_day,False
2504,after 24 hours our plane will be departing,our plane will be departing before 5 days,Neutral,hour_day,False
2505,after 24 hours our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 6 days,Neutral,hour_day,False
2506,after 24 hours Mary's party will start,Mary's party will start before 7 days,Neutral,hour_day,False
2507,after 24 hours the next song is ready to play,the next song is ready to play before 8 days,Neutral,hour_day,False
2508,after 24 hours Mary's party will start,Mary's party will start before 9 days,Neutral,hour_day,False
2509,after 24 hours class will start,class will start before 10 days,Neutral,hour_day,False
2510,after 48 hours dinner will be ready,dinner will be ready before 1 days,Contradiction,hour_day,False
2511,after 48 hours Luke will eat dinner,Luke will eat dinner before 2 days,Contradiction,hour_day,False
2512,after 48 hours the President is giving a speech,the President is giving a speech before 3 days,Neutral,hour_day,False
2513,after 48 hours dinner will be ready,dinner will be ready before 4 days,Neutral,hour_day,False
2514,after 48 hours the President is giving a speech,the President is giving a speech before 5 days,Neutral,hour_day,False
2515,after 48 hours the President is giving a speech,the President is giving a speech before 6 days,Neutral,hour_day,False
2516,after 48 hours the webpage should finish loading,the webpage should finish loading before 7 days,Neutral,hour_day,False
2517,after 48 hours the servers will be back up,the servers will be back up before 8 days,Neutral,hour_day,False
2518,after 48 hours the grocery store will close,the grocery store will close before 9 days,Neutral,hour_day,False
2519,after 48 hours the oven will be ready,the oven will be ready before 10 days,Neutral,hour_day,False
2520,after 72 hours Mary's party will start,Mary's party will start before 1 days,Contradiction,hour_day,False
