,Premise,Hypothesis,Label,Premise Preposition,Higher Duration Unit,Premise Forward/Backward
12871,The meeting will begin before 7 hours.,The meeting will begin after 595 minutess.,C,before,day_time,forward
12872,The meeting will begin after 7 hours.,The meeting will begin before 364 minutess.,C,after,day_time,forward
12873,The meeting will begin after 7 hours.,The meeting will begin after 268 minutess.,E,after,day_time,forward
12874,The meeting will begin after 7 hours.,The meeting will begin before 537 minutess.,N,after,day_time,forward
12875,The meeting will begin after 7 hours.,The meeting will begin after 484 minutess.,N,after,day_time,forward
12876,"In 7 hours, the meeting will begin.",The meeting will begin before 153 minutess.,C,in,day_time,backward
12877,"In 7 hours, the meeting will begin.",The meeting will begin after 218 minutess.,E,in,day_time,backward
12878,"In 7 hours, the meeting will begin.",The meeting will begin before 541 minutess.,E,in,day_time,backward
12879,"In 7 hours, the meeting will begin.",The meeting will begin after 516 minutess.,C,in,day_time,backward
12880,"Before 7 hours, the meeting will begin.",The meeting will begin before 298 minutess.,N,before,day_time,backward
12881,"Before 7 hours, the meeting will begin.",The meeting will begin after 141 minutess.,N,before,day_time,backward
12882,"Before 7 hours, the meeting will begin.",The meeting will begin before 648 minutess.,E,before,day_time,backward
12883,"Before 7 hours, the meeting will begin.",The meeting will begin after 623 minutess.,C,before,day_time,backward
12884,"After 7 hours, the meeting will begin.",The meeting will begin before 367 minutess.,C,after,day_time,backward
12885,"After 7 hours, the meeting will begin.",The meeting will begin after 268 minutess.,E,after,day_time,backward
12886,"After 7 hours, the meeting will begin.",The meeting will begin before 668 minutess.,N,after,day_time,backward
12887,"After 7 hours, the meeting will begin.",The meeting will begin after 582 minutess.,N,after,day_time,backward
12888,The meeting will begin in 8 hours.,The meeting will begin before 359 minutess.,C,in,day_time,forward
12889,The meeting will begin in 8 hours.,The meeting will begin after 307 minutess.,E,in,day_time,forward
12890,The meeting will begin in 8 hours.,The meeting will begin before 665 minutess.,E,in,day_time,forward
12891,The meeting will begin in 8 hours.,The meeting will begin after 506 minutess.,C,in,day_time,forward
12892,The meeting will begin before 8 hours.,The meeting will begin before 343 minutess.,N,before,day_time,forward
12893,The meeting will begin before 8 hours.,The meeting will begin after 464 minutess.,N,before,day_time,forward
12894,The meeting will begin before 8 hours.,The meeting will begin before 490 minutess.,E,before,day_time,forward
12895,The meeting will begin before 8 hours.,The meeting will begin after 759 minutess.,C,before,day_time,forward
12896,The meeting will begin after 8 hours.,The meeting will begin before 231 minutess.,C,after,day_time,forward
12897,The meeting will begin after 8 hours.,The meeting will begin after 318 minutess.,E,after,day_time,forward
12898,The meeting will begin after 8 hours.,The meeting will begin before 693 minutess.,N,after,day_time,forward
12899,The meeting will begin after 8 hours.,The meeting will begin after 645 minutess.,N,after,day_time,forward
12900,"In 8 hours, the meeting will begin.",The meeting will begin before 254 minutess.,C,in,day_time,backward
12901,"In 8 hours, the meeting will begin.",The meeting will begin after 466 minutess.,E,in,day_time,backward
12902,"In 8 hours, the meeting will begin.",The meeting will begin before 626 minutess.,E,in,day_time,backward
12903,"In 8 hours, the meeting will begin.",The meeting will begin after 761 minutess.,C,in,day_time,backward
12904,"Before 8 hours, the meeting will begin.",The meeting will begin before 276 minutess.,N,before,day_time,backward
12905,"Before 8 hours, the meeting will begin.",The meeting will begin after 463 minutess.,N,before,day_time,backward
12906,"Before 8 hours, the meeting will begin.",The meeting will begin before 572 minutess.,E,before,day_time,backward
12907,"Before 8 hours, the meeting will begin.",The meeting will begin after 548 minutess.,C,before,day_time,backward
12908,"After 8 hours, the meeting will begin.",The meeting will begin before 273 minutess.,C,after,day_time,backward
12909,"After 8 hours, the meeting will begin.",The meeting will begin after 247 minutess.,E,after,day_time,backward
12910,"After 8 hours, the meeting will begin.",The meeting will begin before 619 minutess.,N,after,day_time,backward
12911,"After 8 hours, the meeting will begin.",The meeting will begin after 646 minutess.,N,after,day_time,backward
12912,The meeting will begin in 9 hours.,The meeting will begin before 387 minutess.,C,in,day_time,forward
12913,The meeting will begin in 9 hours.,The meeting will begin after 275 minutess.,E,in,day_time,forward
12914,The meeting will begin in 9 hours.,The meeting will begin before 709 minutess.,E,in,day_time,forward
12915,The meeting will begin in 9 hours.,The meeting will begin after 710 minutess.,C,in,day_time,forward
12916,The meeting will begin before 9 hours.,The meeting will begin before 262 minutess.,N,before,day_time,forward
12917,The meeting will begin before 9 hours.,The meeting will begin after 488 minutess.,N,before,day_time,forward
12918,The meeting will begin before 9 hours.,The meeting will begin before 636 minutess.,E,before,day_time,forward
12919,The meeting will begin before 9 hours.,The meeting will begin after 751 minutess.,C,before,day_time,forward
12920,The meeting will begin after 9 hours.,The meeting will begin before 495 minutess.,C,after,day_time,forward
12921,The meeting will begin after 9 hours.,The meeting will begin after 522 minutess.,E,after,day_time,forward
12922,The meeting will begin after 9 hours.,The meeting will begin before 659 minutess.,N,after,day_time,forward
12923,The meeting will begin after 9 hours.,The meeting will begin after 771 minutess.,N,after,day_time,forward
12924,"In 9 hours, the meeting will begin.",The meeting will begin before 316 minutess.,C,in,day_time,backward
12925,"In 9 hours, the meeting will begin.",The meeting will begin after 377 minutess.,E,in,day_time,backward
12926,"In 9 hours, the meeting will begin.",The meeting will begin before 682 minutess.,E,in,day_time,backward
12927,"In 9 hours, the meeting will begin.",The meeting will begin after 769 minutess.,C,in,day_time,backward
12928,"Before 9 hours, the meeting will begin.",The meeting will begin before 494 minutess.,N,before,day_time,backward
12929,"Before 9 hours, the meeting will begin.",The meeting will begin after 281 minutess.,N,before,day_time,backward
12930,"Before 9 hours, the meeting will begin.",The meeting will begin before 546 minutess.,E,before,day_time,backward
12931,"Before 9 hours, the meeting will begin.",The meeting will begin after 776 minutess.,C,before,day_time,backward
12932,"After 9 hours, the meeting will begin.",The meeting will begin before 358 minutess.,C,after,day_time,backward
12933,"After 9 hours, the meeting will begin.",The meeting will begin after 384 minutess.,E,after,day_time,backward
12934,"After 9 hours, the meeting will begin.",The meeting will begin before 550 minutess.,N,after,day_time,backward
12935,"After 9 hours, the meeting will begin.",The meeting will begin after 574 minutess.,N,after,day_time,backward
12936,The meeting will begin in 10 hours.,The meeting will begin before 440 minutess.,C,in,day_time,forward
12937,The meeting will begin in 10 hours.,The meeting will begin after 408 minutess.,E,in,day_time,forward
12938,The meeting will begin in 10 hours.,The meeting will begin before 676 minutess.,E,in,day_time,forward
12939,The meeting will begin in 10 hours.,The meeting will begin after 780 minutess.,C,in,day_time,forward
12940,The meeting will begin before 10 hours.,The meeting will begin before 309 minutess.,N,before,day_time,forward
12941,The meeting will begin before 10 hours.,The meeting will begin after 382 minutess.,N,before,day_time,forward
12942,The meeting will begin before 10 hours.,The meeting will begin before 742 minutess.,E,before,day_time,forward
12943,The meeting will begin before 10 hours.,The meeting will begin after 684 minutess.,C,before,day_time,forward
12944,The meeting will begin after 10 hours.,The meeting will begin before 553 minutess.,C,after,day_time,forward
12945,The meeting will begin after 10 hours.,The meeting will begin after 308 minutess.,E,after,day_time,forward
12946,The meeting will begin after 10 hours.,The meeting will begin before 850 minutess.,N,after,day_time,forward
12947,The meeting will begin after 10 hours.,The meeting will begin after 693 minutess.,N,after,day_time,forward
12948,"In 10 hours, the meeting will begin.",The meeting will begin before 301 minutess.,C,in,day_time,backward
12949,"In 10 hours, the meeting will begin.",The meeting will begin after 507 minutess.,E,in,day_time,backward
12950,"In 10 hours, the meeting will begin.",The meeting will begin before 807 minutess.,E,in,day_time,backward
12951,"In 10 hours, the meeting will begin.",The meeting will begin after 838 minutess.,C,in,day_time,backward
12952,"Before 10 hours, the meeting will begin.",The meeting will begin before 335 minutess.,N,before,day_time,backward
12953,"Before 10 hours, the meeting will begin.",The meeting will begin after 324 minutess.,N,before,day_time,backward
12954,"Before 10 hours, the meeting will begin.",The meeting will begin before 753 minutess.,E,before,day_time,backward
12955,"Before 10 hours, the meeting will begin.",The meeting will begin after 686 minutess.,C,before,day_time,backward
12956,"After 10 hours, the meeting will begin.",The meeting will begin before 526 minutess.,C,after,day_time,backward
12957,"After 10 hours, the meeting will begin.",The meeting will begin after 552 minutess.,E,after,day_time,backward
12958,"After 10 hours, the meeting will begin.",The meeting will begin before 686 minutess.,N,after,day_time,backward
12959,"After 10 hours, the meeting will begin.",The meeting will begin after 871 minutess.,N,after,day_time,backward
12960,I will start my office leave in 1 day.,I will start my office leave before 4 hours.,C,in,day,forward
12961,I will start my office leave in 1 day.,I will start my office leave after 11 hours.,E,in,day,forward
12962,I will start my office leave in 1 day.,I will start my office leave before 90 hours.,E,in,day,forward
12963,I will start my office leave in 1 day.,I will start my office leave after 27 hours.,C,in,day,forward
12964,I will start my office leave before 1 day.,I will start my office leave before 5 hours.,N,before,day,forward
12965,I will start my office leave before 1 day.,I will start my office leave after 15 hours.,N,before,day,forward
12966,I will start my office leave before 1 day.,I will start my office leave before 30 hours.,E,before,day,forward
12967,I will start my office leave before 1 day.,I will start my office leave after 136 hours.,C,before,day,forward
12968,I will start my office leave after 1 day.,I will start my office leave before 17 hours.,C,after,day,forward
12969,I will start my office leave after 1 day.,I will start my office leave after 2 hours.,E,after,day,forward
12970,I will start my office leave after 1 day.,I will start my office leave before 96 hours.,N,after,day,forward
12971,I will start my office leave after 1 day.,I will start my office leave after 78 hours.,N,after,day,forward
12972,"In 1 day, I will start my office leave.",I will start my office leave before 15 hours.,C,in,day,backward
12973,"In 1 day, I will start my office leave.",I will start my office leave after 1 hour.,E,in,day,backward
12974,"In 1 day, I will start my office leave.",I will start my office leave before 40 hours.,E,in,day,backward
12975,"In 1 day, I will start my office leave.",I will start my office leave after 101 hours.,C,in,day,backward
12976,"Before 1 day, I will start my office leave.",I will start my office leave before 22 hours.,N,before,day,backward
12977,"Before 1 day, I will start my office leave.",I will start my office leave after 1 hour.,N,before,day,backward
12978,"Before 1 day, I will start my office leave.",I will start my office leave before 46 hours.,E,before,day,backward
12979,"Before 1 day, I will start my office leave.",I will start my office leave after 87 hours.,C,before,day,backward
12980,"After 1 day, I will start my office leave.",I will start my office leave before 21 hours.,C,after,day,backward
12981,"After 1 day, I will start my office leave.",I will start my office leave after 19 hours.,E,after,day,backward
12982,"After 1 day, I will start my office leave.",I will start my office leave before 37 hours.,N,after,day,backward
12983,"After 1 day, I will start my office leave.",I will start my office leave after 134 hours.,N,after,day,backward
12984,I will start my office leave in 2 days.,I will start my office leave before 15 hours.,C,in,day,forward
12985,I will start my office leave in 2 days.,I will start my office leave after 31 hours.,E,in,day,forward
12986,I will start my office leave in 2 days.,I will start my office leave before 93 hours.,E,in,day,forward
12987,I will start my office leave in 2 days.,I will start my office leave after 86 hours.,C,in,day,forward
12988,I will start my office leave before 2 days.,I will start my office leave before 11 hours.,N,before,day,forward
12989,I will start my office leave before 2 days.,I will start my office leave after 19 hours.,N,before,day,forward
12990,I will start my office leave before 2 days.,I will start my office leave before 158 hours.,E,before,day,forward
12991,I will start my office leave before 2 days.,I will start my office leave after 80 hours.,C,before,day,forward
12992,I will start my office leave after 2 days.,I will start my office leave before 42 hours.,C,after,day,forward
12993,I will start my office leave after 2 days.,I will start my office leave after 27 hours.,E,after,day,forward
12994,I will start my office leave after 2 days.,I will start my office leave before 92 hours.,N,after,day,forward
12995,I will start my office leave after 2 days.,I will start my office leave after 134 hours.,N,after,day,forward
12996,"In 2 days, I will start my office leave.",I will start my office leave before 10 hours.,C,in,day,backward
12997,"In 2 days, I will start my office leave.",I will start my office leave after 34 hours.,E,in,day,backward
12998,"In 2 days, I will start my office leave.",I will start my office leave before 72 hours.,E,in,day,backward
12999,"In 2 days, I will start my office leave.",I will start my office leave after 108 hours.,C,in,day,backward
13000,"Before 2 days, I will start my office leave.",I will start my office leave before 7 hours.,N,before,day,backward
13001,"Before 2 days, I will start my office leave.",I will start my office leave after 14 hours.,N,before,day,backward
13002,"Before 2 days, I will start my office leave.",I will start my office leave before 71 hours.,E,before,day,backward
13003,"Before 2 days, I will start my office leave.",I will start my office leave after 116 hours.,C,before,day,backward
13004,"After 2 days, I will start my office leave.",I will start my office leave before 36 hours.,C,after,day,backward
13005,"After 2 days, I will start my office leave.",I will start my office leave after 29 hours.,E,after,day,backward
13006,"After 2 days, I will start my office leave.",I will start my office leave before 92 hours.,N,after,day,backward
13007,"After 2 days, I will start my office leave.",I will start my office leave after 158 hours.,N,after,day,backward
13008,I will start my office leave in 3 days.,I will start my office leave before 9 hours.,C,in,day,forward
13009,I will start my office leave in 3 days.,I will start my office leave after 6 hours.,E,in,day,forward
13010,I will start my office leave in 3 days.,I will start my office leave before 91 hours.,E,in,day,forward
13011,I will start my office leave in 3 days.,I will start my office leave after 146 hours.,C,in,day,forward
13012,I will start my office leave before 3 days.,I will start my office leave before 64 hours.,N,before,day,forward
13013,I will start my office leave before 3 days.,I will start my office leave after 19 hours.,N,before,day,forward
13014,I will start my office leave before 3 days.,I will start my office leave before 119 hours.,E,before,day,forward
13015,I will start my office leave before 3 days.,I will start my office leave after 174 hours.,C,before,day,forward
13016,I will start my office leave after 3 days.,I will start my office leave before 56 hours.,C,after,day,forward
13017,I will start my office leave after 3 days.,I will start my office leave after 52 hours.,E,after,day,forward
13018,I will start my office leave after 3 days.,I will start my office leave before 113 hours.,N,after,day,forward
13019,I will start my office leave after 3 days.,I will start my office leave after 153 hours.,N,after,day,forward
13020,"In 3 days, I will start my office leave.",I will start my office leave before 44 hours.,C,in,day,backward
13021,"In 3 days, I will start my office leave.",I will start my office leave after 57 hours.,E,in,day,backward
13022,"In 3 days, I will start my office leave.",I will start my office leave before 140 hours.,E,in,day,backward
13023,"In 3 days, I will start my office leave.",I will start my office leave after 139 hours.,C,in,day,backward
13024,"Before 3 days, I will start my office leave.",I will start my office leave before 15 hours.,N,before,day,backward
13025,"Before 3 days, I will start my office leave.",I will start my office leave after 26 hours.,N,before,day,backward
13026,"Before 3 days, I will start my office leave.",I will start my office leave before 82 hours.,E,before,day,backward
13027,"Before 3 days, I will start my office leave.",I will start my office leave after 125 hours.,C,before,day,backward
13028,"After 3 days, I will start my office leave.",I will start my office leave before 57 hours.,C,after,day,backward
13029,"After 3 days, I will start my office leave.",I will start my office leave after 9 hours.,E,after,day,backward
13030,"After 3 days, I will start my office leave.",I will start my office leave before 79 hours.,N,after,day,backward
13031,"After 3 days, I will start my office leave.",I will start my office leave after 158 hours.,N,after,day,backward
13032,I will start my office leave in 4 days.,I will start my office leave before 92 hours.,C,in,day,forward
13033,I will start my office leave in 4 days.,I will start my office leave after 11 hours.,E,in,day,forward
13034,I will start my office leave in 4 days.,I will start my office leave before 214 hours.,E,in,day,forward
13035,I will start my office leave in 4 days.,I will start my office leave after 182 hours.,C,in,day,forward
13036,I will start my office leave before 4 days.,I will start my office leave before 35 hours.,N,before,day,forward
13037,I will start my office leave before 4 days.,I will start my office leave after 92 hours.,N,before,day,forward
13038,I will start my office leave before 4 days.,I will start my office leave before 202 hours.,E,before,day,forward
13039,I will start my office leave before 4 days.,I will start my office leave after 159 hours.,C,before,day,forward
13040,I will start my office leave after 4 days.,I will start my office leave before 90 hours.,C,after,day,forward
13041,I will start my office leave after 4 days.,I will start my office leave after 9 hours.,E,after,day,forward
13042,I will start my office leave after 4 days.,I will start my office leave before 178 hours.,N,after,day,forward
13043,I will start my office leave after 4 days.,I will start my office leave after 137 hours.,N,after,day,forward
13044,"In 4 days, I will start my office leave.",I will start my office leave before 6 hours.,C,in,day,backward
13045,"In 4 days, I will start my office leave.",I will start my office leave after 29 hours.,E,in,day,backward
13046,"In 4 days, I will start my office leave.",I will start my office leave before 128 hours.,E,in,day,backward
13047,"In 4 days, I will start my office leave.",I will start my office leave after 192 hours.,C,in,day,backward
13048,"Before 4 days, I will start my office leave.",I will start my office leave before 7 hours.,N,before,day,backward
13049,"Before 4 days, I will start my office leave.",I will start my office leave after 6 hours.,N,before,day,backward
13050,"Before 4 days, I will start my office leave.",I will start my office leave before 168 hours.,E,before,day,backward
13051,"Before 4 days, I will start my office leave.",I will start my office leave after 195 hours.,C,before,day,backward
13052,"After 4 days, I will start my office leave.",I will start my office leave before 88 hours.,C,after,day,backward
13053,"After 4 days, I will start my office leave.",I will start my office leave after 62 hours.,E,after,day,backward
13054,"After 4 days, I will start my office leave.",I will start my office leave before 125 hours.,N,after,day,backward
13055,"After 4 days, I will start my office leave.",I will start my office leave after 139 hours.,N,after,day,backward
13056,I will start my office leave in 5 days.,I will start my office leave before 13 hours.,C,in,day,forward
13057,I will start my office leave in 5 days.,I will start my office leave after 76 hours.,E,in,day,forward
13058,I will start my office leave in 5 days.,I will start my office leave before 180 hours.,E,in,day,forward
13059,I will start my office leave in 5 days.,I will start my office leave after 160 hours.,C,in,day,forward
13060,I will start my office leave before 5 days.,I will start my office leave before 45 hours.,N,before,day,forward
13061,I will start my office leave before 5 days.,I will start my office leave after 59 hours.,N,before,day,forward
13062,I will start my office leave before 5 days.,I will start my office leave before 211 hours.,E,before,day,forward
13063,I will start my office leave before 5 days.,I will start my office leave after 196 hours.,C,before,day,forward
13064,I will start my office leave after 5 days.,I will start my office leave before 28 hours.,C,after,day,forward
13065,I will start my office leave after 5 days.,I will start my office leave after 76 hours.,E,after,day,forward
13066,I will start my office leave after 5 days.,I will start my office leave before 190 hours.,N,after,day,forward
13067,I will start my office leave after 5 days.,I will start my office leave after 197 hours.,N,after,day,forward
13068,"In 5 days, I will start my office leave.",I will start my office leave before 8 hours.,C,in,day,backward
13069,"In 5 days, I will start my office leave.",I will start my office leave after 65 hours.,E,in,day,backward
13070,"In 5 days, I will start my office leave.",I will start my office leave before 215 hours.,E,in,day,backward
13071,"In 5 days, I will start my office leave.",I will start my office leave after 204 hours.,C,in,day,backward
13072,"Before 5 days, I will start my office leave.",I will start my office leave before 7 hours.,N,before,day,backward
13073,"Before 5 days, I will start my office leave.",I will start my office leave after 8 hours.,N,before,day,backward
13074,"Before 5 days, I will start my office leave.",I will start my office leave before 208 hours.,E,before,day,backward
13075,"Before 5 days, I will start my office leave.",I will start my office leave after 204 hours.,C,before,day,backward
13076,"After 5 days, I will start my office leave.",I will start my office leave before 13 hours.,C,after,day,backward
13077,"After 5 days, I will start my office leave.",I will start my office leave after 42 hours.,E,after,day,backward
13078,"After 5 days, I will start my office leave.",I will start my office leave before 142 hours.,N,after,day,backward
13079,"After 5 days, I will start my office leave.",I will start my office leave after 168 hours.,N,after,day,backward
13080,I will start my office leave in 6 days.,I will start my office leave before 111 hours.,C,in,day,forward
13081,I will start my office leave in 6 days.,I will start my office leave after 74 hours.,E,in,day,forward
13082,I will start my office leave in 6 days.,I will start my office leave before 152 hours.,E,in,day,forward
13083,I will start my office leave in 6 days.,I will start my office leave after 240 hours.,C,in,day,forward
13084,I will start my office leave before 6 days.,I will start my office leave before 27 hours.,N,before,day,forward
13085,I will start my office leave before 6 days.,I will start my office leave after 50 hours.,N,before,day,forward
13086,I will start my office leave before 6 days.,I will start my office leave before 242 hours.,E,before,day,forward
13087,I will start my office leave before 6 days.,I will start my office leave after 247 hours.,C,before,day,forward
13088,I will start my office leave after 6 days.,I will start my office leave before 126 hours.,C,after,day,forward
13089,I will start my office leave after 6 days.,I will start my office leave after 58 hours.,E,after,day,forward
13090,I will start my office leave after 6 days.,I will start my office leave before 225 hours.,N,after,day,forward
13091,I will start my office leave after 6 days.,I will start my office leave after 165 hours.,N,after,day,forward
13092,"In 6 days, I will start my office leave.",I will start my office leave before 42 hours.,C,in,day,backward
13093,"In 6 days, I will start my office leave.",I will start my office leave after 130 hours.,E,in,day,backward
13094,"In 6 days, I will start my office leave.",I will start my office leave before 160 hours.,E,in,day,backward
13095,"In 6 days, I will start my office leave.",I will start my office leave after 172 hours.,C,in,day,backward
13096,"Before 6 days, I will start my office leave.",I will start my office leave before 63 hours.,N,before,day,backward
13097,"Before 6 days, I will start my office leave.",I will start my office leave after 25 hours.,N,before,day,backward
13098,"Before 6 days, I will start my office leave.",I will start my office leave before 150 hours.,E,before,day,backward
13099,"Before 6 days, I will start my office leave.",I will start my office leave after 211 hours.,C,before,day,backward
13100,"After 6 days, I will start my office leave.",I will start my office leave before 123 hours.,C,after,day,backward
13101,"After 6 days, I will start my office leave.",I will start my office leave after 122 hours.,E,after,day,backward
13102,"After 6 days, I will start my office leave.",I will start my office leave before 207 hours.,N,after,day,backward
13103,"After 6 days, I will start my office leave.",I will start my office leave after 184 hours.,N,after,day,backward
13104,I will start my office leave in 7 days.,I will start my office leave before 86 hours.,C,in,day,forward
13105,I will start my office leave in 7 days.,I will start my office leave after 145 hours.,E,in,day,forward
13106,I will start my office leave in 7 days.,I will start my office leave before 192 hours.,E,in,day,forward
13107,I will start my office leave in 7 days.,I will start my office leave after 216 hours.,C,in,day,forward
13108,I will start my office leave before 7 days.,I will start my office leave before 56 hours.,N,before,day,forward
13109,I will start my office leave before 7 days.,I will start my office leave after 57 hours.,N,before,day,forward
13110,I will start my office leave before 7 days.,I will start my office leave before 220 hours.,E,before,day,forward
13111,I will start my office leave before 7 days.,I will start my office leave after 191 hours.,C,before,day,forward
13112,I will start my office leave after 7 days.,I will start my office leave before 157 hours.,C,after,day,forward
13113,I will start my office leave after 7 days.,I will start my office leave after 98 hours.,E,after,day,forward
13114,I will start my office leave after 7 days.,I will start my office leave before 266 hours.,N,after,day,forward
13115,I will start my office leave after 7 days.,I will start my office leave after 237 hours.,N,after,day,forward
13116,"In 7 days, I will start my office leave.",I will start my office leave before 141 hours.,C,in,day,backward
13117,"In 7 days, I will start my office leave.",I will start my office leave after 110 hours.,E,in,day,backward
13118,"In 7 days, I will start my office leave.",I will start my office leave before 260 hours.,E,in,day,backward
13119,"In 7 days, I will start my office leave.",I will start my office leave after 176 hours.,C,in,day,backward
13120,"Before 7 days, I will start my office leave.",I will start my office leave before 122 hours.,N,before,day,backward
13121,"Before 7 days, I will start my office leave.",I will start my office leave after 128 hours.,N,before,day,backward
13122,"Before 7 days, I will start my office leave.",I will start my office leave before 176 hours.,E,before,day,backward
13123,"Before 7 days, I will start my office leave.",I will start my office leave after 200 hours.,C,before,day,backward
13124,"After 7 days, I will start my office leave.",I will start my office leave before 76 hours.,C,after,day,backward
13125,"After 7 days, I will start my office leave.",I will start my office leave after 101 hours.,E,after,day,backward
13126,"After 7 days, I will start my office leave.",I will start my office leave before 182 hours.,N,after,day,backward
13127,"After 7 days, I will start my office leave.",I will start my office leave after 270 hours.,N,after,day,backward
13128,I will start my office leave in 8 days.,I will start my office leave before 111 hours.,C,in,day,forward
13129,I will start my office leave in 8 days.,I will start my office leave after 123 hours.,E,in,day,forward
13130,I will start my office leave in 8 days.,I will start my office leave before 227 hours.,E,in,day,forward
13131,I will start my office leave in 8 days.,I will start my office leave after 259 hours.,C,in,day,forward
13132,I will start my office leave before 8 days.,I will start my office leave before 138 hours.,N,before,day,forward
13133,I will start my office leave before 8 days.,I will start my office leave after 127 hours.,N,before,day,forward
13134,I will start my office leave before 8 days.,I will start my office leave before 308 hours.,E,before,day,forward
13135,I will start my office leave before 8 days.,I will start my office leave after 274 hours.,C,before,day,forward
13136,I will start my office leave after 8 days.,I will start my office leave before 98 hours.,C,after,day,forward
13137,I will start my office leave after 8 days.,I will start my office leave after 178 hours.,E,after,day,forward
13138,I will start my office leave after 8 days.,I will start my office leave before 279 hours.,N,after,day,forward
13139,I will start my office leave after 8 days.,I will start my office leave after 224 hours.,N,after,day,forward
13140,"In 8 days, I will start my office leave.",I will start my office leave before 170 hours.,C,in,day,backward
13141,"In 8 days, I will start my office leave.",I will start my office leave after 130 hours.,E,in,day,backward
13142,"In 8 days, I will start my office leave.",I will start my office leave before 194 hours.,E,in,day,backward
13143,"In 8 days, I will start my office leave.",I will start my office leave after 266 hours.,C,in,day,backward
13144,"Before 8 days, I will start my office leave.",I will start my office leave before 97 hours.,N,before,day,backward
13145,"Before 8 days, I will start my office leave.",I will start my office leave after 107 hours.,N,before,day,backward
13146,"Before 8 days, I will start my office leave.",I will start my office leave before 296 hours.,E,before,day,backward
13147,"Before 8 days, I will start my office leave.",I will start my office leave after 249 hours.,C,before,day,backward
13148,"After 8 days, I will start my office leave.",I will start my office leave before 126 hours.,C,after,day,backward
13149,"After 8 days, I will start my office leave.",I will start my office leave after 176 hours.,E,after,day,backward
13150,"After 8 days, I will start my office leave.",I will start my office leave before 262 hours.,N,after,day,backward
13151,"After 8 days, I will start my office leave.",I will start my office leave after 309 hours.,N,after,day,backward
13152,I will start my office leave in 9 days.,I will start my office leave before 137 hours.,C,in,day,forward
13153,I will start my office leave in 9 days.,I will start my office leave after 135 hours.,E,in,day,forward
13154,I will start my office leave in 9 days.,I will start my office leave before 303 hours.,E,in,day,forward
13155,I will start my office leave in 9 days.,I will start my office leave after 260 hours.,C,in,day,forward
13156,I will start my office leave before 9 days.,I will start my office leave before 99 hours.,N,before,day,forward
13157,I will start my office leave before 9 days.,I will start my office leave after 102 hours.,N,before,day,forward
13158,I will start my office leave before 9 days.,I will start my office leave before 232 hours.,E,before,day,forward
13159,I will start my office leave before 9 days.,I will start my office leave after 291 hours.,C,before,day,forward
13160,I will start my office leave after 9 days.,I will start my office leave before 130 hours.,C,after,day,forward
13161,I will start my office leave after 9 days.,I will start my office leave after 211 hours.,E,after,day,forward
13162,I will start my office leave after 9 days.,I will start my office leave before 278 hours.,N,after,day,forward
13163,I will start my office leave after 9 days.,I will start my office leave after 274 hours.,N,after,day,forward
13164,"In 9 days, I will start my office leave.",I will start my office leave before 175 hours.,C,in,day,backward
13165,"In 9 days, I will start my office leave.",I will start my office leave after 139 hours.,E,in,day,backward
13166,"In 9 days, I will start my office leave.",I will start my office leave before 314 hours.,E,in,day,backward
13167,"In 9 days, I will start my office leave.",I will start my office leave after 274 hours.,C,in,day,backward
13168,"Before 9 days, I will start my office leave.",I will start my office leave before 158 hours.,N,before,day,backward
13169,"Before 9 days, I will start my office leave.",I will start my office leave after 159 hours.,N,before,day,backward
13170,"Before 9 days, I will start my office leave.",I will start my office leave before 312 hours.,E,before,day,backward
13171,"Before 9 days, I will start my office leave.",I will start my office leave after 299 hours.,C,before,day,backward
13172,"After 9 days, I will start my office leave.",I will start my office leave before 112 hours.,C,after,day,backward
13173,"After 9 days, I will start my office leave.",I will start my office leave after 112 hours.,E,after,day,backward
13174,"After 9 days, I will start my office leave.",I will start my office leave before 328 hours.,N,after,day,backward
13175,"After 9 days, I will start my office leave.",I will start my office leave after 319 hours.,N,after,day,backward
13176,I will start my office leave in 10 days.,I will start my office leave before 208 hours.,C,in,day,forward
13177,I will start my office leave in 10 days.,I will start my office leave after 167 hours.,E,in,day,forward
13178,I will start my office leave in 10 days.,I will start my office leave before 280 hours.,E,in,day,forward
13179,I will start my office leave in 10 days.,I will start my office leave after 295 hours.,C,in,day,forward
13180,I will start my office leave before 10 days.,I will start my office leave before 172 hours.,N,before,day,forward
13181,I will start my office leave before 10 days.,I will start my office leave after 185 hours.,N,before,day,forward
13182,I will start my office leave before 10 days.,I will start my office leave before 302 hours.,E,before,day,forward
13183,I will start my office leave before 10 days.,I will start my office leave after 337 hours.,C,before,day,forward
13184,I will start my office leave after 10 days.,I will start my office leave before 133 hours.,C,after,day,forward
13185,I will start my office leave after 10 days.,I will start my office leave after 184 hours.,E,after,day,forward
13186,I will start my office leave after 10 days.,I will start my office leave before 275 hours.,N,after,day,forward
13187,I will start my office leave after 10 days.,I will start my office leave after 250 hours.,N,after,day,forward
13188,"In 10 days, I will start my office leave.",I will start my office leave before 145 hours.,C,in,day,backward
13189,"In 10 days, I will start my office leave.",I will start my office leave after 143 hours.,E,in,day,backward
13190,"In 10 days, I will start my office leave.",I will start my office leave before 339 hours.,E,in,day,backward
13191,"In 10 days, I will start my office leave.",I will start my office leave after 333 hours.,C,in,day,backward
13192,"Before 10 days, I will start my office leave.",I will start my office leave before 192 hours.,N,before,day,backward
