,Premise,Hypothesis,Label,Time Diff,Type,Prem Fixed,Temp Type
10151,I will start my office leave after 14th.,I will start my office leave after 17th.,Neutral,0.10714285714285714,SINGLE_date,False,Forward Future
10152,I will start my office leave before 8th.,I will start my office leave after 19th.,Contradiction,0.39285714285714285,SINGLE_date,False,Forward Future
10153,I will start my office leave after 4th.,I will start my office leave before 15th.,Neutral,0.39285714285714285,SINGLE_date,False,Forward Future
10154,I will start my office leave after 14th.,I will start my office leave before 25th.,Neutral,0.39285714285714285,SINGLE_date,False,Forward Future
10155,"After 11th, I will start my office leave.","After 21st, I will start my office leave.",Neutral,0.35714285714285715,SINGLE_date,False,Backward Future
10156,"After 7th, I will start my office leave.","Before 14th, I will start my office leave.",Neutral,0.25,SINGLE_date,False,Backward Future
10157,"After 20th, I will start my office leave.","After 8th, I will start my office leave.",Entailment,0.42857142857142855,SINGLE_date,False,Backward Future
10158,"After 25th, I will start my office leave.","Before 14th, I will start my office leave.",Contradiction,0.39285714285714285,SINGLE_date,False,Backward Future
10159,"Before 13th, I will start my office leave.","After 20th, I will start my office leave.",Contradiction,0.25,SINGLE_date,False,Backward Future
10160,I will leave on a long vacation on Wednesday.,I will leave on a long vacation before Monday.,Contradiction,0.2857142857142857,SINGLE_day,True,Forward Future
10161,I will leave on a long vacation on Monday.,I will leave on a long vacation after Thursday.,Contradiction,0.42857142857142855,SINGLE_day,True,Forward Future
10162,I will leave on a long vacation on Thursday.,I will leave on a long vacation before Friday.,Entailment,0.14285714285714285,SINGLE_day,True,Forward Future
10163,I will leave on a long vacation on Monday.,I will leave on a long vacation before Wednesday.,Entailment,0.2857142857142857,SINGLE_day,True,Forward Future
10164,I will leave on a long vacation on Thursday.,I will leave on a long vacation after Friday.,Contradiction,0.14285714285714285,SINGLE_day,True,Forward Future
10165,"On Friday, I will leave on a long vacation.","Before Thursday, I will leave on a long vacation.",Contradiction,0.14285714285714285,SINGLE_day,True,Backward Future
10166,"On Saturday, I will leave on a long vacation.","Before Saturday, I will leave on a long vacation.",Contradiction,0.0,SINGLE_day,True,Backward Future
10167,"On Thursday, I will leave on a long vacation.","After Friday, I will leave on a long vacation.",Contradiction,0.14285714285714285,SINGLE_day,True,Backward Future
10168,"On Thursday, I will leave on a long vacation.","After Thursday, I will leave on a long vacation.",Contradiction,0.0,SINGLE_day,True,Backward Future
10169,"On Thursday, I will leave on a long vacation.","After Saturday, I will leave on a long vacation.",Contradiction,0.2857142857142857,SINGLE_day,True,Backward Future
10170,I will leave on a long vacation after Saturday.,I will leave on a long vacation before Friday.,Contradiction,0.14285714285714285,SINGLE_day,False,Forward Future
10171,I will leave on a long vacation after Thursday.,I will leave on a long vacation after Friday.,Neutral,0.14285714285714285,SINGLE_day,False,Forward Future
10172,I will leave on a long vacation after Sunday.,I will leave on a long vacation before Wednesday.,Neutral,0.42857142857142855,SINGLE_day,False,Forward Future
10173,I will leave on a long vacation after Thursday.,I will leave on a long vacation before Tuesday.,Contradiction,0.2857142857142857,SINGLE_day,False,Forward Future
10174,I will leave on a long vacation before Tuesday.,I will leave on a long vacation before Sunday.,Neutral,0.2857142857142857,SINGLE_day,False,Forward Future
10175,"After Sunday, I will leave on a long vacation.","After Tuesday, I will leave on a long vacation.",Neutral,0.2857142857142857,SINGLE_day,False,Backward Future
10176,"Before Monday, I will leave on a long vacation.","After Thursday, I will leave on a long vacation.",Contradiction,0.42857142857142855,SINGLE_day,False,Backward Future
10177,"After Monday, I will leave on a long vacation.","After Thursday, I will leave on a long vacation.",Neutral,0.42857142857142855,SINGLE_day,False,Backward Future
10178,"Before Friday, I will leave on a long vacation.","Before Thursday, I will leave on a long vacation.",Neutral,0.14285714285714285,SINGLE_day,False,Backward Future
10179,"After Wednesday, I will leave on a long vacation.","Before Monday, I will leave on a long vacation.",Contradiction,0.2857142857142857,SINGLE_day,False,Backward Future
10180,I will leave on a long vacation in Oct.,I will leave on a long vacation before December.,Entailment,0.16666666666666666,MULTI_month,True,Forward Future
10181,I will leave on a long vacation in May.,I will leave on a long vacation before Mar.,Contradiction,0.16666666666666666,MULTI_month,True,Forward Future
10182,I will leave on a long vacation in March.,I will leave on a long vacation after Jul.,Contradiction,0.3333333333333333,MULTI_month,True,Forward Future
10183,I will leave on a long vacation in July.,I will leave on a long vacation after Sep.,Contradiction,0.16666666666666666,MULTI_month,True,Forward Future
10184,I will leave on a long vacation in May.,I will leave on a long vacation after Nov.,Contradiction,0.5,MULTI_month,True,Forward Future
10185,"In Jun, I will leave on a long vacation.","Before November, I will leave on a long vacation.",Entailment,0.4166666666666667,MULTI_month,True,Backward Future
10186,"In July, I will leave on a long vacation.","Before Dec, I will leave on a long vacation.",Entailment,0.4166666666666667,MULTI_month,True,Backward Future
10187,"In Aug, I will leave on a long vacation.","After December, I will leave on a long vacation.",Contradiction,0.3333333333333333,MULTI_month,True,Backward Future
10188,"In December, I will leave on a long vacation.","After Aug, I will leave on a long vacation.",Entailment,0.3333333333333333,MULTI_month,True,Backward Future
10189,"In May, I will leave on a long vacation.","After June, I will leave on a long vacation.",Contradiction,0.08333333333333333,MULTI_month,True,Backward Future
10190,I will leave on a long vacation after September.,I will leave on a long vacation before Oct.,Neutral,0.08333333333333333,MULTI_month,False,Forward Future
10191,I will leave on a long vacation before December.,I will leave on a long vacation before Jun.,Neutral,0.5,MULTI_month,False,Forward Future
10192,I will leave on a long vacation after Jun.,I will leave on a long vacation after March.,Entailment,0.25,MULTI_month,False,Forward Future
10193,I will leave on a long vacation before October.,I will leave on a long vacation after Nov.,Contradiction,0.08333333333333333,MULTI_month,False,Forward Future
10194,I will leave on a long vacation after May.,I will leave on a long vacation after Jun.,Neutral,0.08333333333333333,MULTI_month,False,Forward Future
10195,"After Aug, I will leave on a long vacation.","After May, I will leave on a long vacation.",Entailment,0.25,MULTI_month,False,Backward Future
10196,"After Mar, I will leave on a long vacation.","Before January, I will leave on a long vacation.",Contradiction,0.16666666666666666,MULTI_month,False,Backward Future
10197,"After November, I will leave on a long vacation.","Before Jul, I will leave on a long vacation.",Contradiction,0.3333333333333333,MULTI_month,False,Backward Future
10198,"Before January, I will leave on a long vacation.","Before Apr, I will leave on a long vacation.",Entailment,0.25,MULTI_month,False,Backward Future
10199,"Before May, I will leave on a long vacation.","After November, I will leave on a long vacation.",Contradiction,0.5,MULTI_month,False,Backward Future
10200,I will leave on a long vacation in July.,I will leave on a long vacation before April.,Contradiction,0.25,SINGLE_month_full,True,Forward Future
10201,I will leave on a long vacation in April.,I will leave on a long vacation before September.,Entailment,0.4166666666666667,SINGLE_month_full,True,Forward Future
10202,I will leave on a long vacation in February.,I will leave on a long vacation before March.,Entailment,0.08333333333333333,SINGLE_month_full,True,Forward Future
10203,I will leave on a long vacation in July.,I will leave on a long vacation after April.,Entailment,0.25,SINGLE_month_full,True,Forward Future
10204,I will leave on a long vacation in April.,I will leave on a long vacation before September.,Entailment,0.4166666666666667,SINGLE_month_full,True,Forward Future
10205,"In August, I will leave on a long vacation.","Before June, I will leave on a long vacation.",Contradiction,0.16666666666666666,SINGLE_month_full,True,Backward Future
10206,"In August, I will leave on a long vacation.","Before December, I will leave on a long vacation.",Entailment,0.3333333333333333,SINGLE_month_full,True,Backward Future
10207,"In September, I will leave on a long vacation.","Before April, I will leave on a long vacation.",Contradiction,0.4166666666666667,SINGLE_month_full,True,Backward Future
10208,"In February, I will leave on a long vacation.","After July, I will leave on a long vacation.",Contradiction,0.4166666666666667,SINGLE_month_full,True,Backward Future
10209,"In December, I will leave on a long vacation.","After July, I will leave on a long vacation.",Entailment,0.4166666666666667,SINGLE_month_full,True,Backward Future
10210,I will leave on a long vacation before November.,I will leave on a long vacation before October.,Neutral,0.08333333333333333,SINGLE_month_full,False,Forward Future
10211,I will leave on a long vacation after July.,I will leave on a long vacation after June.,Entailment,0.08333333333333333,SINGLE_month_full,False,Forward Future
10212,I will leave on a long vacation before January.,I will leave on a long vacation before March.,Entailment,0.16666666666666666,SINGLE_month_full,False,Forward Future
10213,I will leave on a long vacation before June.,I will leave on a long vacation before November.,Entailment,0.4166666666666667,SINGLE_month_full,False,Forward Future
10214,I will leave on a long vacation after March.,I will leave on a long vacation after September.,Neutral,0.5,SINGLE_month_full,False,Forward Future
10215,"After June, I will leave on a long vacation.","Before May, I will leave on a long vacation.",Contradiction,0.08333333333333333,SINGLE_month_full,False,Backward Future
10216,"Before October, I will leave on a long vacation.","After December, I will leave on a long vacation.",Contradiction,0.16666666666666666,SINGLE_month_full,False,Backward Future
10217,"After June, I will leave on a long vacation.","After December, I will leave on a long vacation.",Neutral,0.5,SINGLE_month_full,False,Backward Future
10218,"Before October, I will leave on a long vacation.","After November, I will leave on a long vacation.",Contradiction,0.08333333333333333,SINGLE_month_full,False,Backward Future
10219,"After March, I will leave on a long vacation.","After July, I will leave on a long vacation.",Neutral,0.3333333333333333,SINGLE_month_full,False,Backward Future
10220,I will leave on a long vacation in Aug.,I will leave on a long vacation after Jul.,Entailment,0.08333333333333333,SINGLE_month_abv,True,Forward Future
10221,I will leave on a long vacation in Nov.,I will leave on a long vacation after Oct.,Entailment,0.08333333333333333,SINGLE_month_abv,True,Forward Future
10222,I will leave on a long vacation in Oct.,I will leave on a long vacation before May.,Contradiction,0.4166666666666667,SINGLE_month_abv,True,Forward Future
10223,I will leave on a long vacation in Jul.,I will leave on a long vacation after Apr.,Entailment,0.25,SINGLE_month_abv,True,Forward Future
10224,I will leave on a long vacation in Oct.,I will leave on a long vacation before Apr.,Contradiction,0.5,SINGLE_month_abv,True,Forward Future
10225,"In Apr, I will leave on a long vacation.","Before Aug, I will leave on a long vacation.",Entailment,0.3333333333333333,SINGLE_month_abv,True,Backward Future
10226,"In Jan, I will leave on a long vacation.","After Jul, I will leave on a long vacation.",Contradiction,0.5,SINGLE_month_abv,True,Backward Future
10227,"In Sep, I will leave on a long vacation.","After Jul, I will leave on a long vacation.",Entailment,0.16666666666666666,SINGLE_month_abv,True,Backward Future
10228,"In Feb, I will leave on a long vacation.","Before May, I will leave on a long vacation.",Entailment,0.25,SINGLE_month_abv,True,Backward Future
10229,"In Apr, I will leave on a long vacation.","After May, I will leave on a long vacation.",Contradiction,0.08333333333333333,SINGLE_month_abv,True,Backward Future
10230,I will leave on a long vacation after Oct.,I will leave on a long vacation after Dec.,Neutral,0.16666666666666666,SINGLE_month_abv,False,Forward Future
10231,I will leave on a long vacation before Feb.,I will leave on a long vacation before Apr.,Entailment,0.16666666666666666,SINGLE_month_abv,False,Forward Future
10232,I will leave on a long vacation before Dec.,I will leave on a long vacation after Jun.,Neutral,0.5,SINGLE_month_abv,False,Forward Future
10233,I will leave on a long vacation before Oct.,I will leave on a long vacation after Jun.,Neutral,0.3333333333333333,SINGLE_month_abv,False,Forward Future
10234,I will leave on a long vacation after Jan.,I will leave on a long vacation after Apr.,Neutral,0.25,SINGLE_month_abv,False,Forward Future
10235,"Before Aug, I will leave on a long vacation.","Before Apr, I will leave on a long vacation.",Neutral,0.3333333333333333,SINGLE_month_abv,False,Backward Future
10236,"Before Feb, I will leave on a long vacation.","After Jul, I will leave on a long vacation.",Contradiction,0.4166666666666667,SINGLE_month_abv,False,Backward Future
10237,"After Dec, I will leave on a long vacation.","After Oct, I will leave on a long vacation.",Entailment,0.16666666666666666,SINGLE_month_abv,False,Backward Future
10238,"Before Jan, I will leave on a long vacation.","Before May, I will leave on a long vacation.",Entailment,0.3333333333333333,SINGLE_month_abv,False,Backward Future
10239,"Before Apr, I will leave on a long vacation.","After Aug, I will leave on a long vacation.",Contradiction,0.3333333333333333,SINGLE_month_abv,False,Backward Future
10240,I will leave on a long vacation on 23rd.,I will leave on a long vacation before 9th.,Contradiction,0.5,SINGLE_date,True,Forward Future
10241,I will leave on a long vacation on 15th.,I will leave on a long vacation before 1st.,Contradiction,0.5,SINGLE_date,True,Forward Future
10242,I will leave on a long vacation on 21st.,I will leave on a long vacation before 7th.,Contradiction,0.5,SINGLE_date,True,Forward Future
10243,I will leave on a long vacation on 10th.,I will leave on a long vacation before 2nd.,Contradiction,0.2857142857142857,SINGLE_date,True,Forward Future
10244,I will leave on a long vacation on 11th.,I will leave on a long vacation after 19th.,Contradiction,0.2857142857142857,SINGLE_date,True,Forward Future
10245,"On 6th, I will leave on a long vacation.","After 4th, I will leave on a long vacation.",Entailment,0.07142857142857142,SINGLE_date,True,Backward Future
10246,"On 23rd, I will leave on a long vacation.","Before 13th, I will leave on a long vacation.",Contradiction,0.35714285714285715,SINGLE_date,True,Backward Future
10247,"On 2nd, I will leave on a long vacation.","Before 5th, I will leave on a long vacation.",Entailment,0.10714285714285714,SINGLE_date,True,Backward Future
10248,"On 15th, I will leave on a long vacation.","Before 3rd, I will leave on a long vacation.",Contradiction,0.42857142857142855,SINGLE_date,True,Backward Future
10249,"On 10th, I will leave on a long vacation.","After 11th, I will leave on a long vacation.",Contradiction,0.03571428571428571,SINGLE_date,True,Backward Future
10250,I will leave on a long vacation before 4th.,I will leave on a long vacation before 3rd.,Neutral,0.03571428571428571,SINGLE_date,False,Forward Future
10251,I will leave on a long vacation before 19th.,I will leave on a long vacation after 26th.,Contradiction,0.25,SINGLE_date,False,Forward Future
10252,I will leave on a long vacation before 19th.,I will leave on a long vacation after 12th.,Neutral,0.25,SINGLE_date,False,Forward Future
10253,I will leave on a long vacation after 3rd.,I will leave on a long vacation before 7th.,Neutral,0.14285714285714285,SINGLE_date,False,Forward Future
10254,I will leave on a long vacation before 20th.,I will leave on a long vacation after 21st.,Contradiction,0.03571428571428571,SINGLE_date,False,Forward Future
10255,"Before 11th, I will leave on a long vacation.","Before 23rd, I will leave on a long vacation.",Entailment,0.42857142857142855,SINGLE_date,False,Backward Future
10256,"After 2nd, I will leave on a long vacation.","After 3rd, I will leave on a long vacation.",Neutral,0.03571428571428571,SINGLE_date,False,Backward Future
10257,"After 16th, I will leave on a long vacation.","After 12th, I will leave on a long vacation.",Entailment,0.14285714285714285,SINGLE_date,False,Backward Future
10258,"After 16th, I will leave on a long vacation.","Before 18th, I will leave on a long vacation.",Neutral,0.07142857142857142,SINGLE_date,False,Backward Future
10259,"Before 13th, I will leave on a long vacation.","After 16th, I will leave on a long vacation.",Contradiction,0.10714285714285714,SINGLE_date,False,Backward Future
10260,The pleasant weather here will start in Sep.,The pleasant weather here will start after April.,Entailment,0.4166666666666667,MULTI_month,True,Forward Future
10261,The pleasant weather here will start in Aug.,The pleasant weather here will start after August.,Contradiction,0.0,MULTI_month,True,Forward Future
10262,The pleasant weather here will start in August.,The pleasant weather here will start before Jun.,Contradiction,0.16666666666666666,MULTI_month,True,Forward Future
10263,The pleasant weather here will start in October.,The pleasant weather here will start after Dec.,Contradiction,0.16666666666666666,MULTI_month,True,Forward Future
10264,The pleasant weather here will start in Sep.,The pleasant weather here will start before April.,Contradiction,0.4166666666666667,MULTI_month,True,Forward Future
10265,"In Jun, the pleasant weather here will start.","Before June, the pleasant weather here will start.",Contradiction,0.0,MULTI_month,True,Backward Future
10266,"In Oct, the pleasant weather here will start.","Before August, the pleasant weather here will start.",Contradiction,0.16666666666666666,MULTI_month,True,Backward Future
10267,"In August, the pleasant weather here will start.","Before Dec, the pleasant weather here will start.",Entailment,0.3333333333333333,MULTI_month,True,Backward Future
10268,"In Sep, the pleasant weather here will start.","After November, the pleasant weather here will start.",Contradiction,0.16666666666666666,MULTI_month,True,Backward Future
10269,"In April, the pleasant weather here will start.","After Jan, the pleasant weather here will start.",Entailment,0.25,MULTI_month,True,Backward Future
10270,The pleasant weather here will start after December.,The pleasant weather here will start before Jul.,Contradiction,0.4166666666666667,MULTI_month,False,Forward Future
10271,The pleasant weather here will start before May.,The pleasant weather here will start after Feb.,Neutral,0.25,MULTI_month,False,Forward Future
10272,The pleasant weather here will start after March.,The pleasant weather here will start after May.,Neutral,0.16666666666666666,MULTI_month,False,Forward Future
10273,The pleasant weather here will start after Sep.,The pleasant weather here will start before August.,Contradiction,0.08333333333333333,MULTI_month,False,Forward Future
10274,The pleasant weather here will start after Oct.,The pleasant weather here will start before April.,Contradiction,0.5,MULTI_month,False,Forward Future
10275,"Before March, the pleasant weather here will start.","Before Apr, the pleasant weather here will start.",Entailment,0.08333333333333333,MULTI_month,False,Backward Future
10276,"After Sep, the pleasant weather here will start.","After March, the pleasant weather here will start.",Entailment,0.5,MULTI_month,False,Backward Future
10277,"After December, the pleasant weather here will start.","Before Jul, the pleasant weather here will start.",Contradiction,0.4166666666666667,MULTI_month,False,Backward Future
10278,"Before July, the pleasant weather here will start.","After Dec, the pleasant weather here will start.",Contradiction,0.4166666666666667,MULTI_month,False,Backward Future
10279,"Before October, the pleasant weather here will start.","Before Jun, the pleasant weather here will start.",Neutral,0.3333333333333333,MULTI_month,False,Backward Future
10280,The pleasant weather here will start in August.,The pleasant weather here will start before June.,Contradiction,0.16666666666666666,SINGLE_month_full,True,Forward Future
10281,The pleasant weather here will start in September.,The pleasant weather here will start before July.,Contradiction,0.16666666666666666,SINGLE_month_full,True,Forward Future
10282,The pleasant weather here will start in June.,The pleasant weather here will start before October.,Entailment,0.3333333333333333,SINGLE_month_full,True,Forward Future
10283,The pleasant weather here will start in May.,The pleasant weather here will start after November.,Contradiction,0.5,SINGLE_month_full,True,Forward Future
10284,The pleasant weather here will start in April.,The pleasant weather here will start after October.,Contradiction,0.5,SINGLE_month_full,True,Forward Future
10285,"In November, the pleasant weather here will start.","After June, the pleasant weather here will start.",Entailment,0.4166666666666667,SINGLE_month_full,True,Backward Future
10286,"In February, the pleasant weather here will start.","After April, the pleasant weather here will start.",Contradiction,0.16666666666666666,SINGLE_month_full,True,Backward Future
10287,"In June, the pleasant weather here will start.","Before June, the pleasant weather here will start.",Contradiction,0.0,SINGLE_month_full,True,Backward Future
10288,"In June, the pleasant weather here will start.","Before May, the pleasant weather here will start.",Contradiction,0.08333333333333333,SINGLE_month_full,True,Backward Future
10289,"In January, the pleasant weather here will start.","Before July, the pleasant weather here will start.",Entailment,0.5,SINGLE_month_full,True,Backward Future
10290,The pleasant weather here will start after July.,The pleasant weather here will start before January.,Contradiction,0.5,SINGLE_month_full,False,Forward Future
10291,The pleasant weather here will start before April.,The pleasant weather here will start before January.,Neutral,0.25,SINGLE_month_full,False,Forward Future
10292,The pleasant weather here will start after September.,The pleasant weather here will start after March.,Entailment,0.5,SINGLE_month_full,False,Forward Future
10293,The pleasant weather here will start before July.,The pleasant weather here will start after August.,Contradiction,0.08333333333333333,SINGLE_month_full,False,Forward Future
10294,The pleasant weather here will start before September.,The pleasant weather here will start before October.,Entailment,0.08333333333333333,SINGLE_month_full,False,Forward Future
10295,"After July, the pleasant weather here will start.","Before November, the pleasant weather here will start.",Neutral,0.3333333333333333,SINGLE_month_full,False,Backward Future
10296,"After December, the pleasant weather here will start.","Before June, the pleasant weather here will start.",Contradiction,0.5,SINGLE_month_full,False,Backward Future
10297,"After September, the pleasant weather here will start.","After June, the pleasant weather here will start.",Entailment,0.25,SINGLE_month_full,False,Backward Future
10298,"Before September, the pleasant weather here will start.","Before June, the pleasant weather here will start.",Neutral,0.25,SINGLE_month_full,False,Backward Future
10299,"Before November, the pleasant weather here will start.","Before October, the pleasant weather here will start.",Neutral,0.08333333333333333,SINGLE_month_full,False,Backward Future
10300,The pleasant weather here will start in Mar.,The pleasant weather here will start after Mar.,Contradiction,0.0,SINGLE_month_abv,True,Forward Future
10301,The pleasant weather here will start in Jun.,The pleasant weather here will start after Apr.,Entailment,0.16666666666666666,SINGLE_month_abv,True,Forward Future
10302,The pleasant weather here will start in Oct.,The pleasant weather here will start after Dec.,Contradiction,0.16666666666666666,SINGLE_month_abv,True,Forward Future
10303,The pleasant weather here will start in Jan.,The pleasant weather here will start before Mar.,Entailment,0.16666666666666666,SINGLE_month_abv,True,Forward Future
10304,The pleasant weather here will start in Dec.,The pleasant weather here will start after Dec.,Contradiction,0.0,SINGLE_month_abv,True,Forward Future
10305,"In Mar, the pleasant weather here will start.","After Apr, the pleasant weather here will start.",Contradiction,0.08333333333333333,SINGLE_month_abv,True,Backward Future
10306,"In Nov, the pleasant weather here will start.","Before Jul, the pleasant weather here will start.",Contradiction,0.3333333333333333,SINGLE_month_abv,True,Backward Future
10307,"In Sep, the pleasant weather here will start.","After Sep, the pleasant weather here will start.",Contradiction,0.0,SINGLE_month_abv,True,Backward Future
10308,"In Oct, the pleasant weather here will start.","After May, the pleasant weather here will start.",Entailment,0.4166666666666667,SINGLE_month_abv,True,Backward Future
10309,"In Dec, the pleasant weather here will start.","Before Aug, the pleasant weather here will start.",Contradiction,0.3333333333333333,SINGLE_month_abv,True,Backward Future
10310,The pleasant weather here will start after Jun.,The pleasant weather here will start before Sep.,Neutral,0.25,SINGLE_month_abv,False,Forward Future
10311,The pleasant weather here will start after May.,The pleasant weather here will start after Jun.,Neutral,0.08333333333333333,SINGLE_month_abv,False,Forward Future
10312,The pleasant weather here will start after Sep.,The pleasant weather here will start before May.,Contradiction,0.3333333333333333,SINGLE_month_abv,False,Forward Future
10313,The pleasant weather here will start before Jun.,The pleasant weather here will start before May.,Neutral,0.08333333333333333,SINGLE_month_abv,False,Forward Future
10314,The pleasant weather here will start before Aug.,The pleasant weather here will start after Feb.,Neutral,0.5,SINGLE_month_abv,False,Forward Future
10315,"After Jun, the pleasant weather here will start.","After Nov, the pleasant weather here will start.",Neutral,0.4166666666666667,SINGLE_month_abv,False,Backward Future
10316,"Before Jun, the pleasant weather here will start.","After Nov, the pleasant weather here will start.",Contradiction,0.4166666666666667,SINGLE_month_abv,False,Backward Future
10317,"Before May, the pleasant weather here will start.","After Oct, the pleasant weather here will start.",Contradiction,0.4166666666666667,SINGLE_month_abv,False,Backward Future
10318,"Before Dec, the pleasant weather here will start.","Before Aug, the pleasant weather here will start.",Neutral,0.3333333333333333,SINGLE_month_abv,False,Backward Future
10319,"After Mar, the pleasant weather here will start.","After Sep, the pleasant weather here will start.",Neutral,0.5,SINGLE_month_abv,False,Backward Future
10320,The spring quarter will begin on Tuesday.,The spring quarter will begin after Friday.,Contradiction,0.42857142857142855,SINGLE_day,True,Forward Future
10321,The spring quarter will begin on Saturday.,The spring quarter will begin before Thursday.,Contradiction,0.2857142857142857,SINGLE_day,True,Forward Future
10322,The spring quarter will begin on Monday.,The spring quarter will begin after Wednesday.,Contradiction,0.2857142857142857,SINGLE_day,True,Forward Future
10323,The spring quarter will begin on Wednesday.,The spring quarter will begin after Tuesday.,Entailment,0.14285714285714285,SINGLE_day,True,Forward Future
10324,The spring quarter will begin on Wednesday.,The spring quarter will begin before Tuesday.,Contradiction,0.14285714285714285,SINGLE_day,True,Forward Future
10325,"On Saturday, the spring quarter will begin.","After Thursday, the spring quarter will begin.",Entailment,0.2857142857142857,SINGLE_day,True,Backward Future
10326,"On Wednesday, the spring quarter will begin.","After Monday, the spring quarter will begin.",Entailment,0.2857142857142857,SINGLE_day,True,Backward Future
10327,"On Saturday, the spring quarter will begin.","After Wednesday, the spring quarter will begin.",Entailment,0.42857142857142855,SINGLE_day,True,Backward Future
10328,"On Tuesday, the spring quarter will begin.","Before Tuesday, the spring quarter will begin.",Contradiction,0.0,SINGLE_day,True,Backward Future
10329,"On Tuesday, the spring quarter will begin.","Before Friday, the spring quarter will begin.",Entailment,0.42857142857142855,SINGLE_day,True,Backward Future
10330,The spring quarter will begin before Thursday.,The spring quarter will begin after Saturday.,Contradiction,0.2857142857142857,SINGLE_day,False,Forward Future
10331,The spring quarter will begin before Wednesday.,The spring quarter will begin after Friday.,Contradiction,0.2857142857142857,SINGLE_day,False,Forward Future
10332,The spring quarter will begin before Thursday.,The spring quarter will begin before Friday.,Entailment,0.14285714285714285,SINGLE_day,False,Forward Future
10333,The spring quarter will begin before Friday.,The spring quarter will begin after Tuesday.,Neutral,0.42857142857142855,SINGLE_day,False,Forward Future
10334,The spring quarter will begin after Monday.,The spring quarter will begin before Thursday.,Neutral,0.42857142857142855,SINGLE_day,False,Forward Future
10335,"Before Wednesday, the spring quarter will begin.","Before Monday, the spring quarter will begin.",Neutral,0.2857142857142857,SINGLE_day,False,Backward Future
10336,"Before Wednesday, the spring quarter will begin.","After Friday, the spring quarter will begin.",Contradiction,0.2857142857142857,SINGLE_day,False,Backward Future
10337,"Before Monday, the spring quarter will begin.","Before Thursday, the spring quarter will begin.",Entailment,0.42857142857142855,SINGLE_day,False,Backward Future
10338,"After Wednesday, the spring quarter will begin.","Before Wednesday, the spring quarter will begin.",Contradiction,0.0,SINGLE_day,False,Backward Future
10339,"After Thursday, the spring quarter will begin.","Before Tuesday, the spring quarter will begin.",Contradiction,0.2857142857142857,SINGLE_day,False,Backward Future
10340,The spring quarter will begin in April.,The spring quarter will begin before Oct.,Entailment,0.5,MULTI_month,True,Forward Future
10341,The spring quarter will begin in Oct.,The spring quarter will begin before November.,Entailment,0.08333333333333333,MULTI_month,True,Forward Future
10342,The spring quarter will begin in December.,The spring quarter will begin before Sep.,Contradiction,0.25,MULTI_month,True,Forward Future
10343,The spring quarter will begin in Feb.,The spring quarter will begin before March.,Entailment,0.08333333333333333,MULTI_month,True,Forward Future
10344,The spring quarter will begin in August.,The spring quarter will begin before Dec.,Entailment,0.3333333333333333,MULTI_month,True,Forward Future
10345,"In June, the spring quarter will begin.","After Jan, the spring quarter will begin.",Entailment,0.4166666666666667,MULTI_month,True,Backward Future
10346,"In Jul, the spring quarter will begin.","After September, the spring quarter will begin.",Contradiction,0.16666666666666666,MULTI_month,True,Backward Future
10347,"In February, the spring quarter will begin.","Before Jul, the spring quarter will begin.",Entailment,0.4166666666666667,MULTI_month,True,Backward Future
10348,"In Aug, the spring quarter will begin.","After October, the spring quarter will begin.",Contradiction,0.16666666666666666,MULTI_month,True,Backward Future
10349,"In Jul, the spring quarter will begin.","Before April, the spring quarter will begin.",Contradiction,0.25,MULTI_month,True,Backward Future
10350,The spring quarter will begin after Oct.,The spring quarter will begin after November.,Neutral,0.08333333333333333,MULTI_month,False,Forward Future
10351,The spring quarter will begin after Aug.,The spring quarter will begin before February.,Contradiction,0.5,MULTI_month,False,Forward Future
10352,The spring quarter will begin after October.,The spring quarter will begin before Jul.,Contradiction,0.25,MULTI_month,False,Forward Future
10353,The spring quarter will begin before April.,The spring quarter will begin after Aug.,Contradiction,0.3333333333333333,MULTI_month,False,Forward Future
10354,The spring quarter will begin after March.,The spring quarter will begin after Jul.,Neutral,0.3333333333333333,MULTI_month,False,Forward Future
10355,"After Apr, the spring quarter will begin.","Before April, the spring quarter will begin.",Contradiction,0.0,MULTI_month,False,Backward Future
10356,"After Sep, the spring quarter will begin.","After September, the spring quarter will begin.",Neutral,0.0,MULTI_month,False,Backward Future
10357,"After Nov, the spring quarter will begin.","Before November, the spring quarter will begin.",Contradiction,0.0,MULTI_month,False,Backward Future
10358,"After May, the spring quarter will begin.","After June, the spring quarter will begin.",Neutral,0.08333333333333333,MULTI_month,False,Backward Future
10359,"After May, the spring quarter will begin.","After March, the spring quarter will begin.",Entailment,0.16666666666666666,MULTI_month,False,Backward Future
10360,The spring quarter will begin in September.,The spring quarter will begin before March.,Contradiction,0.5,SINGLE_month_full,True,Forward Future
10361,The spring quarter will begin in July.,The spring quarter will begin after July.,Contradiction,0.0,SINGLE_month_full,True,Forward Future
10362,The spring quarter will begin in May.,The spring quarter will begin after November.,Contradiction,0.5,SINGLE_month_full,True,Forward Future
10363,The spring quarter will begin in January.,The spring quarter will begin after May.,Contradiction,0.3333333333333333,SINGLE_month_full,True,Forward Future
10364,The spring quarter will begin in January.,The spring quarter will begin after April.,Contradiction,0.25,SINGLE_month_full,True,Forward Future
10365,"In June, the spring quarter will begin.","After September, the spring quarter will begin.",Contradiction,0.25,SINGLE_month_full,True,Backward Future
