,Premise,Hypothesis,Label,Type,Prem Fixed,Temp Type
2705,"Before 1939, the tiger was last spotted.","After 1973, the tiger was last spotted.",Contradiction,SINGLE_year,False,Backward
2706,"After 1919, I last had dinner with my friends.","Before 1907, I last had dinner with my friends.",Contradiction,SINGLE_year,False,Backward
2707,"After 1947, he left his job.","Before 1944, he left his job.",Contradiction,SINGLE_year,False,Backward
2708,"After 1976, the conference was held.","After 1900, the conference was held.",Entailment,SINGLE_year,False,Backward
2709,"Before 1922, the city had a huge power outage.","Before 1935, the city had a huge power outage.",Entailment,SINGLE_year,False,Backward
2710,"After 1943, a tsunami hit the coast.","Before 1918, a tsunami hit the coast.",Contradiction,SINGLE_year,False,Backward
2711,"Before 1909, this team won the world cup.","Before 1947, this team won the world cup.",Entailment,SINGLE_year,False,Backward
2712,"Before 1948, her internship at Google began.","Before 1909, her internship at Google began.",Neutral,SINGLE_year,False,Backward
2713,"After 1948, the country declared martial law.","After 1938, the country declared martial law.",Entailment,SINGLE_year,False,Backward
2714,"After 1935, the price of this stock peaked.","After 1976, the price of this stock peaked.",Neutral,SINGLE_year,False,Backward
2715,"Before 1914, the failing company issued major layoffs.","Before 1931, the failing company issued major layoffs.",Entailment,SINGLE_year,False,Backward
2716,"Before 1927, the government budget comes out.","After 1943, the government budget comes out.",Contradiction,SINGLE_year,False,Backward
2717,"Before 1966, the prison sentence of that convict ends.","Before 1930, the prison sentence of that convict ends.",Neutral,SINGLE_year,False,Backward
2718,"After 1985, this article was published.","Before 1939, this article was published.",Contradiction,SINGLE_year,False,Backward
2719,"Before 1950, I posted this picture on Instagram.","Before 1969, I posted this picture on Instagram.",Entailment,SINGLE_year,False,Backward
2720,They got married in 1955.,They got married after 1910.,Entailment,SINGLE_year,True,Forward
2721,We went to Disneyland in 1914.,We went to Disneyland before 1983.,Entailment,SINGLE_year,True,Forward
2722,Michael will buy the house in 1933.,Michael will buy the house before 1994.,Entailment,SINGLE_year,True,Forward
2723,Lily flew to New York in 1993.,Lily flew to New York after 1961.,Entailment,SINGLE_year,True,Forward
2724,The music concert starts in 1922.,The music concert starts after 1982.,Contradiction,SINGLE_year,True,Forward
2725,The tiger was last spotted in 1904.,The tiger was last spotted before 1943.,Entailment,SINGLE_year,True,Forward
2726,I last had dinner with my friends in 1935.,I last had dinner with my friends after 1982.,Contradiction,SINGLE_year,True,Forward
2727,He left his job in 1979.,He left his job before 1902.,Contradiction,SINGLE_year,True,Forward
2728,The conference was held in 1928.,The conference was held before 1990.,Entailment,SINGLE_year,True,Forward
2729,The city had a huge power outage in 1924.,The city had a huge power outage after 1946.,Contradiction,SINGLE_year,True,Forward
2730,A tsunami hit the coast in 1901.,A tsunami hit the coast after 1920.,Contradiction,SINGLE_year,True,Forward
2731,This team won the world cup in 1937.,This team won the world cup before 1911.,Contradiction,SINGLE_year,True,Forward
2732,Her internship at Google began in 1909.,Her internship at Google began after 1963.,Contradiction,SINGLE_year,True,Forward
2733,The country declared martial law in 1910.,The country declared martial law after 1926.,Contradiction,SINGLE_year,True,Forward
2734,The price of this stock peaked in 1997.,The price of this stock peaked before 1968.,Contradiction,SINGLE_year,True,Forward
2735,The failing company issued major layoffs in 1962.,The failing company issued major layoffs before 1914.,Contradiction,SINGLE_year,True,Forward
2736,The government budget comes out in 1950.,The government budget comes out after 1953.,Contradiction,SINGLE_year,True,Forward
2737,The prison sentence of that convict ends in 1921.,The prison sentence of that convict ends before 1912.,Contradiction,SINGLE_year,True,Forward
2738,This article was published in 1982.,This article was published after 1971.,Entailment,SINGLE_year,True,Forward
2739,I posted this picture on Instagram in 1957.,I posted this picture on Instagram after 1900.,Entailment,SINGLE_year,True,Forward
2740,They got married before 1901.,They got married after 1982.,Contradiction,SINGLE_year,False,Forward
2741,We went to Disneyland before 1964.,We went to Disneyland before 1983.,Entailment,SINGLE_year,False,Forward
2742,Michael will buy the house before 1992.,Michael will buy the house after 1996.,Contradiction,SINGLE_year,False,Forward
2743,Lily flew to New York before 1969.,Lily flew to New York before 1900.,Neutral,SINGLE_year,False,Forward
2744,The music concert starts before 1987.,The music concert starts before 1993.,Entailment,SINGLE_year,False,Forward
2745,The tiger was last spotted after 1934.,The tiger was last spotted after 1933.,Entailment,SINGLE_year,False,Forward
2746,I last had dinner with my friends after 1991.,I last had dinner with my friends after 1923.,Entailment,SINGLE_year,False,Forward
2747,He left his job before 1907.,He left his job after 1990.,Contradiction,SINGLE_year,False,Forward
2748,The conference was held before 1920.,The conference was held before 1914.,Neutral,SINGLE_year,False,Forward
2749,The city had a huge power outage before 1936.,The city had a huge power outage before 1969.,Entailment,SINGLE_year,False,Forward
2750,A tsunami hit the coast after 1991.,A tsunami hit the coast after 1998.,Neutral,SINGLE_year,False,Forward
2751,This team won the world cup before 1961.,This team won the world cup before 1981.,Entailment,SINGLE_year,False,Forward
2752,Her internship at Google began after 1930.,Her internship at Google began before 1993.,Neutral,SINGLE_year,False,Forward
2753,The country declared martial law before 1953.,The country declared martial law after 1935.,Neutral,SINGLE_year,False,Forward
2754,The price of this stock peaked before 1937.,The price of this stock peaked before 1957.,Entailment,SINGLE_year,False,Forward
2755,The failing company issued major layoffs before 1951.,The failing company issued major layoffs before 1986.,Entailment,SINGLE_year,False,Forward
2756,The government budget comes out after 1945.,The government budget comes out before 1999.,Neutral,SINGLE_year,False,Forward
2757,The prison sentence of that convict ends before 1971.,The prison sentence of that convict ends before 1902.,Neutral,SINGLE_year,False,Forward
2758,This article was published before 1915.,This article was published before 1904.,Neutral,SINGLE_year,False,Forward
2759,I posted this picture on Instagram before 1927.,I posted this picture on Instagram before 1923.,Neutral,SINGLE_year,False,Forward
2760,"In 1923, they got married.","After 1995, they got married.",Contradiction,SINGLE_year,True,Backward
2761,"In 1927, we went to Disneyland.","After 1923, we went to Disneyland.",Entailment,SINGLE_year,True,Backward
2762,"In 1939, Michael will buy the house.","Before 1918, Michael will buy the house.",Contradiction,SINGLE_year,True,Backward
2763,"In 1999, Lily flew to New York.","After 1943, Lily flew to New York.",Entailment,SINGLE_year,True,Backward
2764,"In 1913, the music concert starts.","After 1978, the music concert starts.",Contradiction,SINGLE_year,True,Backward
2765,"In 1993, the tiger was last spotted.","Before 1961, the tiger was last spotted.",Contradiction,SINGLE_year,True,Backward
2766,"In 1913, I last had dinner with my friends.","After 1951, I last had dinner with my friends.",Contradiction,SINGLE_year,True,Backward
2767,"In 1952, he left his job.","After 1948, he left his job.",Entailment,SINGLE_year,True,Backward
2768,"In 1904, the conference was held.","Before 1920, the conference was held.",Entailment,SINGLE_year,True,Backward
2769,"In 1935, the city had a huge power outage.","Before 1984, the city had a huge power outage.",Entailment,SINGLE_year,True,Backward
2770,"In 1923, a tsunami hit the coast.","Before 1968, a tsunami hit the coast.",Entailment,SINGLE_year,True,Backward
2771,"In 1979, this team won the world cup.","Before 1977, this team won the world cup.",Contradiction,SINGLE_year,True,Backward
2772,"In 1943, her internship at Google began.","After 1927, her internship at Google began.",Entailment,SINGLE_year,True,Backward
2773,"In 1942, the country declared martial law.","After 1905, the country declared martial law.",Entailment,SINGLE_year,True,Backward
2774,"In 1950, the price of this stock peaked.","Before 1951, the price of this stock peaked.",Entailment,SINGLE_year,True,Backward
2775,"In 1997, the failing company issued major layoffs.","Before 1971, the failing company issued major layoffs.",Contradiction,SINGLE_year,True,Backward
2776,"In 1927, the government budget comes out.","Before 1960, the government budget comes out.",Entailment,SINGLE_year,True,Backward
2777,"In 1979, the prison sentence of that convict ends.","Before 1928, the prison sentence of that convict ends.",Contradiction,SINGLE_year,True,Backward
2778,"In 1921, this article was published.","After 1951, this article was published.",Contradiction,SINGLE_year,True,Backward
2779,"In 1953, I posted this picture on Instagram.","Before 1943, I posted this picture on Instagram.",Contradiction,SINGLE_year,True,Backward
2780,"Before 1964, they got married.","Before 1944, they got married.",Neutral,SINGLE_year,False,Backward
2781,"Before 1967, we went to Disneyland.","After 1967, we went to Disneyland.",Contradiction,SINGLE_year,False,Backward
2782,"After 1954, Michael will buy the house.","Before 1900, Michael will buy the house.",Contradiction,SINGLE_year,False,Backward
2783,"Before 1954, Lily flew to New York.","After 1965, Lily flew to New York.",Contradiction,SINGLE_year,False,Backward
2784,"After 1950, the music concert starts.","After 1943, the music concert starts.",Entailment,SINGLE_year,False,Backward
2785,"After 1998, the tiger was last spotted.","After 1903, the tiger was last spotted.",Entailment,SINGLE_year,False,Backward
2786,"After 1941, I last had dinner with my friends.","After 1934, I last had dinner with my friends.",Entailment,SINGLE_year,False,Backward
2787,"Before 1948, he left his job.","After 1978, he left his job.",Contradiction,SINGLE_year,False,Backward
2788,"Before 1929, the conference was held.","Before 1934, the conference was held.",Entailment,SINGLE_year,False,Backward
2789,"Before 1961, the city had a huge power outage.","After 1915, the city had a huge power outage.",Neutral,SINGLE_year,False,Backward
2790,"After 1939, a tsunami hit the coast.","After 1968, a tsunami hit the coast.",Neutral,SINGLE_year,False,Backward
2791,"Before 1906, this team won the world cup.","Before 1971, this team won the world cup.",Entailment,SINGLE_year,False,Backward
2792,"After 1972, her internship at Google began.","Before 1964, her internship at Google began.",Contradiction,SINGLE_year,False,Backward
2793,"Before 1986, the country declared martial law.","Before 1988, the country declared martial law.",Entailment,SINGLE_year,False,Backward
2794,"After 1985, the price of this stock peaked.","After 1977, the price of this stock peaked.",Entailment,SINGLE_year,False,Backward
2795,"After 1905, the failing company issued major layoffs.","Before 1980, the failing company issued major layoffs.",Neutral,SINGLE_year,False,Backward
2796,"Before 1941, the government budget comes out.","Before 1932, the government budget comes out.",Neutral,SINGLE_year,False,Backward
2797,"After 1968, the prison sentence of that convict ends.","After 1951, the prison sentence of that convict ends.",Entailment,SINGLE_year,False,Backward
2798,"After 1938, this article was published.","After 1991, this article was published.",Neutral,SINGLE_year,False,Backward
2799,"Before 1998, I posted this picture on Instagram.","After 1942, I posted this picture on Instagram.",Neutral,SINGLE_year,False,Backward
2800,They got married at 11 PM.,They got married after 19:00.,Entailment,MULTI_day_time,True,Forward
2801,We went to Disneyland at 10 AM.,We went to Disneyland before 19:00.,Entailment,MULTI_day_time,True,Forward
2802,Michael will buy the house at 5 AM.,Michael will buy the house after 11:00.,Contradiction,MULTI_day_time,True,Forward
2803,Lily flew to New York at 1 AM.,Lily flew to New York after 09:00.,Contradiction,MULTI_day_time,True,Forward
2804,The music concert starts at 07:00.,The music concert starts before 4 AM.,Contradiction,MULTI_day_time,True,Forward
2805,The tiger was last spotted at 15:00.,The tiger was last spotted before 10 AM.,Contradiction,MULTI_day_time,True,Forward
2806,I last had dinner with my friends at 7 PM.,I last had dinner with my friends before 18:00.,Contradiction,MULTI_day_time,True,Forward
2807,He left his job at 13:00.,He left his job before 9 PM.,Entailment,MULTI_day_time,True,Forward
2808,The conference was held at 4 AM.,The conference was held after 01:00.,Entailment,MULTI_day_time,True,Forward
2809,The city had a huge power outage at 3 PM.,The city had a huge power outage after 17:00.,Contradiction,MULTI_day_time,True,Forward
2810,A tsunami hit the coast at 5 PM.,A tsunami hit the coast after 13:00.,Entailment,MULTI_day_time,True,Forward
2811,This team won the world cup at 11:00.,This team won the world cup after 4 PM.,Contradiction,MULTI_day_time,True,Forward
2812,Her internship at Google began at 8 PM.,Her internship at Google began after 13:00.,Entailment,MULTI_day_time,True,Forward
2813,The country declared martial law at 11:00.,The country declared martial law after 3 PM.,Contradiction,MULTI_day_time,True,Forward
2814,The price of this stock peaked at 7 PM.,The price of this stock peaked after 08:00.,Entailment,MULTI_day_time,True,Forward
2815,The failing company issued major layoffs at 5 PM.,The failing company issued major layoffs before 09:00.,Contradiction,MULTI_day_time,True,Forward
2816,The government budget comes out at 05:00.,The government budget comes out before 3 PM.,Entailment,MULTI_day_time,True,Forward
2817,The prison sentence of that convict ends at 4 PM.,The prison sentence of that convict ends after 23:00.,Contradiction,MULTI_day_time,True,Forward
2818,This article was published at 07:00.,This article was published before 7 PM.,Entailment,MULTI_day_time,True,Forward
2819,I posted this picture on Instagram at 9 AM.,I posted this picture on Instagram after 06:00.,Entailment,MULTI_day_time,True,Forward
2820,They got married after 05:00.,They got married before 3 PM.,Neutral,MULTI_day_time,False,Forward
2821,We went to Disneyland before 14:00.,We went to Disneyland before 3 AM.,Neutral,MULTI_day_time,False,Forward
2822,Michael will buy the house after 6 PM.,Michael will buy the house after 18:00.,Neutral,MULTI_day_time,False,Forward
2823,Lily flew to New York after 5 PM.,Lily flew to New York before 19:00.,Neutral,MULTI_day_time,False,Forward
2824,The music concert starts after 10:00.,The music concert starts after 4 AM.,Entailment,MULTI_day_time,False,Forward
2825,The tiger was last spotted before 01:00.,The tiger was last spotted after 5 AM.,Contradiction,MULTI_day_time,False,Forward
2826,I last had dinner with my friends before 11 PM.,I last had dinner with my friends after 21:00.,Neutral,MULTI_day_time,False,Forward
2827,He left his job after 18:00.,He left his job before 10 AM.,Contradiction,MULTI_day_time,False,Forward
2828,The conference was held after 5 PM.,The conference was held after 08:00.,Entailment,MULTI_day_time,False,Forward
2829,The city had a huge power outage after 06:00.,The city had a huge power outage before 5 AM.,Contradiction,MULTI_day_time,False,Forward
2830,A tsunami hit the coast before 10:00.,A tsunami hit the coast after 5 AM.,Neutral,MULTI_day_time,False,Forward
2831,This team won the world cup before 8 AM.,This team won the world cup before 20:00.,Entailment,MULTI_day_time,False,Forward
2832,Her internship at Google began after 13:00.,Her internship at Google began after 7 AM.,Entailment,MULTI_day_time,False,Forward
2833,The country declared martial law after 1 AM.,The country declared martial law after 09:00.,Neutral,MULTI_day_time,False,Forward
2834,The price of this stock peaked before 10 AM.,The price of this stock peaked after 16:00.,Contradiction,MULTI_day_time,False,Forward
2835,The failing company issued major layoffs before 12 AM.,The failing company issued major layoffs before 02:00.,Entailment,MULTI_day_time,False,Forward
2836,The government budget comes out after 8 AM.,The government budget comes out after 03:00.,Entailment,MULTI_day_time,False,Forward
2837,The prison sentence of that convict ends before 8 PM.,The prison sentence of that convict ends before 08:00.,Neutral,MULTI_day_time,False,Forward
2838,This article was published before 16:00.,This article was published before 8 PM.,Entailment,MULTI_day_time,False,Forward
2839,I posted this picture on Instagram after 16:00.,I posted this picture on Instagram after 9 AM.,Entailment,MULTI_day_time,False,Forward
2840,"At 9 PM, they got married.","Before 14:00, they got married.",Contradiction,MULTI_day_time,True,Backward
2841,"At 14:00, we went to Disneyland.","After 9 AM, we went to Disneyland.",Entailment,MULTI_day_time,True,Backward
2842,"At 21:00, Michael will buy the house.","Before 6 PM, Michael will buy the house.",Contradiction,MULTI_day_time,True,Backward
2843,"At 4 AM, Lily flew to New York.","Before 05:00, Lily flew to New York.",Entailment,MULTI_day_time,True,Backward
2844,"At 21:00, the music concert starts.","After 1 PM, the music concert starts.",Entailment,MULTI_day_time,True,Backward
2845,"At 2 PM, the tiger was last spotted.","After 12:00, the tiger was last spotted.",Entailment,MULTI_day_time,True,Backward
2846,"At 05:00, I last had dinner with my friends.","Before 3 AM, I last had dinner with my friends.",Contradiction,MULTI_day_time,True,Backward
2847,"At 2 PM, he left his job.","After 20:00, he left his job.",Contradiction,MULTI_day_time,True,Backward
2848,"At 7 AM, the conference was held.","After 07:00, the conference was held.",Contradiction,MULTI_day_time,True,Backward
2849,"At 18:00, the city had a huge power outage.","Before 2 PM, the city had a huge power outage.",Contradiction,MULTI_day_time,True,Backward
2850,"At 4 PM, a tsunami hit the coast.","After 06:00, a tsunami hit the coast.",Entailment,MULTI_day_time,True,Backward
2851,"At 6 AM, this team won the world cup.","Before 10:00, this team won the world cup.",Entailment,MULTI_day_time,True,Backward
2852,"At 16:00, her internship at Google began.","After 7 AM, her internship at Google began.",Entailment,MULTI_day_time,True,Backward
2853,"At 16:00, the country declared martial law.","Before 6 AM, the country declared martial law.",Contradiction,MULTI_day_time,True,Backward
2854,"At 5 AM, the price of this stock peaked.","Before 03:00, the price of this stock peaked.",Contradiction,MULTI_day_time,True,Backward
2855,"At 12 PM, the failing company issued major layoffs.","Before 21:00, the failing company issued major layoffs.",Entailment,MULTI_day_time,True,Backward
2856,"At 1 PM, the government budget comes out.","Before 14:00, the government budget comes out.",Entailment,MULTI_day_time,True,Backward
2857,"At 02:00, the prison sentence of that convict ends.","After 7 AM, the prison sentence of that convict ends.",Contradiction,MULTI_day_time,True,Backward
2858,"At 14:00, this article was published.","Before 5 PM, this article was published.",Entailment,MULTI_day_time,True,Backward
2859,"At 00:00, I posted this picture on Instagram.","After 7 AM, I posted this picture on Instagram.",Contradiction,MULTI_day_time,True,Backward
2860,"Before 08:00, they got married.","Before 5 PM, they got married.",Entailment,MULTI_day_time,False,Backward
2861,"After 12:00, we went to Disneyland.","After 9 PM, we went to Disneyland.",Neutral,MULTI_day_time,False,Backward
2862,"Before 02:00, Michael will buy the house.","Before 4 AM, Michael will buy the house.",Entailment,MULTI_day_time,False,Backward
2863,"After 18:00, Lily flew to New York.","After 6 PM, Lily flew to New York.",Neutral,MULTI_day_time,False,Backward
2864,"After 3 PM, the music concert starts.","After 06:00, the music concert starts.",Entailment,MULTI_day_time,False,Backward
2865,"After 00:00, the tiger was last spotted.","After 12 PM, the tiger was last spotted.",Neutral,MULTI_day_time,False,Backward
2866,"After 6 AM, I last had dinner with my friends.","Before 18:00, I last had dinner with my friends.",Neutral,MULTI_day_time,False,Backward
2867,"After 1 PM, he left his job.","After 08:00, he left his job.",Entailment,MULTI_day_time,False,Backward
2868,"Before 01:00, the conference was held.","Before 6 AM, the conference was held.",Entailment,MULTI_day_time,False,Backward
2869,"After 14:00, the city had a huge power outage.","After 8 AM, the city had a huge power outage.",Entailment,MULTI_day_time,False,Backward
2870,"Before 08:00, a tsunami hit the coast.","Before 1 AM, a tsunami hit the coast.",Neutral,MULTI_day_time,False,Backward
2871,"Before 2 AM, this team won the world cup.","Before 05:00, this team won the world cup.",Entailment,MULTI_day_time,False,Backward
2872,"Before 22:00, her internship at Google began.","Before 11 AM, her internship at Google began.",Neutral,MULTI_day_time,False,Backward
2873,"Before 10 PM, the country declared martial law.","After 12:00, the country declared martial law.",Neutral,MULTI_day_time,False,Backward
2874,"Before 14:00, the price of this stock peaked.","After 3 PM, the price of this stock peaked.",Contradiction,MULTI_day_time,False,Backward
2875,"Before 8 PM, the failing company issued major layoffs.","After 10:00, the failing company issued major layoffs.",Neutral,MULTI_day_time,False,Backward
2876,"After 21:00, the government budget comes out.","After 8 PM, the government budget comes out.",Entailment,MULTI_day_time,False,Backward
2877,"After 07:00, the prison sentence of that convict ends.","After 2 PM, the prison sentence of that convict ends.",Neutral,MULTI_day_time,False,Backward
2878,"Before 18:00, this article was published.","Before 6 PM, this article was published.",Neutral,MULTI_day_time,False,Backward
2879,"After 22:00, I posted this picture on Instagram.","After 10 PM, I posted this picture on Instagram.",Neutral,MULTI_day_time,False,Backward
2880,They got married at 9 PM.,They got married before 12:00.,Contradiction,MULTI_day_time,True,Forward
2881,We went to Disneyland at 02:00.,We went to Disneyland after 11 AM.,Contradiction,MULTI_day_time,True,Forward
2882,Michael will buy the house at 3 PM.,Michael will buy the house after 17:00.,Contradiction,MULTI_day_time,True,Forward
2883,Lily flew to New York at 14:00.,Lily flew to New York after 10 PM.,Contradiction,MULTI_day_time,True,Forward
2884,The music concert starts at 01:00.,The music concert starts after 5 AM.,Contradiction,MULTI_day_time,True,Forward
2885,The tiger was last spotted at 14:00.,The tiger was last spotted after 4 PM.,Contradiction,MULTI_day_time,True,Forward
2886,I last had dinner with my friends at 1 PM.,I last had dinner with my friends after 06:00.,Entailment,MULTI_day_time,True,Forward
2887,He left his job at 06:00.,He left his job before 6 PM.,Entailment,MULTI_day_time,True,Forward
2888,The conference was held at 07:00.,The conference was held before 4 AM.,Contradiction,MULTI_day_time,True,Forward
2889,The city had a huge power outage at 09:00.,The city had a huge power outage after 5 AM.,Entailment,MULTI_day_time,True,Forward
2890,A tsunami hit the coast at 10 AM.,A tsunami hit the coast before 14:00.,Entailment,MULTI_day_time,True,Forward
2891,This team won the world cup at 7 PM.,This team won the world cup after 17:00.,Entailment,MULTI_day_time,True,Forward
2892,Her internship at Google began at 9 PM.,Her internship at Google began after 23:00.,Contradiction,MULTI_day_time,True,Forward
2893,The country declared martial law at 2 AM.,The country declared martial law before 05:00.,Entailment,MULTI_day_time,True,Forward
2894,The price of this stock peaked at 17:00.,The price of this stock peaked before 3 PM.,Contradiction,MULTI_day_time,True,Forward
2895,The failing company issued major layoffs at 10:00.,The failing company issued major layoffs after 2 PM.,Contradiction,MULTI_day_time,True,Forward
2896,The government budget comes out at 7 AM.,The government budget comes out after 11:00.,Contradiction,MULTI_day_time,True,Forward
2897,The prison sentence of that convict ends at 8 AM.,The prison sentence of that convict ends before 17:00.,Entailment,MULTI_day_time,True,Forward
2898,This article was published at 19:00.,This article was published after 9 AM.,Entailment,MULTI_day_time,True,Forward
2899,I posted this picture on Instagram at 22:00.,I posted this picture on Instagram after 9 PM.,Entailment,MULTI_day_time,True,Forward
2900,They got married after 2 PM.,They got married after 14:00.,Neutral,MULTI_day_time,False,Forward
2901,We went to Disneyland before 09:00.,We went to Disneyland before 5 AM.,Neutral,MULTI_day_time,False,Forward
2902,Michael will buy the house after 03:00.,Michael will buy the house before 10 AM.,Neutral,MULTI_day_time,False,Forward
2903,Lily flew to New York after 5 PM.,Lily flew to New York before 10:00.,Contradiction,MULTI_day_time,False,Forward
2904,The music concert starts after 19:00.,The music concert starts after 8 AM.,Entailment,MULTI_day_time,False,Forward
2905,The tiger was last spotted after 1 PM.,The tiger was last spotted after 11:00.,Entailment,MULTI_day_time,False,Forward
2906,I last had dinner with my friends before 05:00.,I last had dinner with my friends after 4 AM.,Neutral,MULTI_day_time,False,Forward
2907,He left his job after 01:00.,He left his job after 4 AM.,Neutral,MULTI_day_time,False,Forward
2908,The conference was held before 02:00.,The conference was held before 1 AM.,Neutral,MULTI_day_time,False,Forward
2909,The city had a huge power outage after 12 AM.,The city had a huge power outage before 02:00.,Neutral,MULTI_day_time,False,Forward
2910,A tsunami hit the coast after 8 AM.,A tsunami hit the coast before 01:00.,Contradiction,MULTI_day_time,False,Forward
2911,This team won the world cup before 15:00.,This team won the world cup after 9 PM.,Contradiction,MULTI_day_time,False,Forward
2912,Her internship at Google began after 16:00.,Her internship at Google began after 2 PM.,Entailment,MULTI_day_time,False,Forward
2913,The country declared martial law before 4 PM.,The country declared martial law before 10:00.,Neutral,MULTI_day_time,False,Forward
2914,The price of this stock peaked after 11 AM.,The price of this stock peaked after 08:00.,Entailment,MULTI_day_time,False,Forward
2915,The failing company issued major layoffs after 17:00.,The failing company issued major layoffs before 5 PM.,Contradiction,MULTI_day_time,False,Forward
2916,The government budget comes out before 11 AM.,The government budget comes out after 12:00.,Contradiction,MULTI_day_time,False,Forward
2917,The prison sentence of that convict ends before 3 AM.,The prison sentence of that convict ends before 05:00.,Entailment,MULTI_day_time,False,Forward
2918,This article was published before 12 AM.,This article was published before 00:00.,Neutral,MULTI_day_time,False,Forward
2919,I posted this picture on Instagram before 16:00.,I posted this picture on Instagram after 12 PM.,Neutral,MULTI_day_time,False,Forward
2920,"At 04:00, they got married.","Before 9 AM, they got married.",Entailment,MULTI_day_time,True,Backward
2921,"At 20:00, we went to Disneyland.","Before 4 PM, we went to Disneyland.",Contradiction,MULTI_day_time,True,Backward
2922,"At 14:00, Michael will buy the house.","Before 2 AM, Michael will buy the house.",Contradiction,MULTI_day_time,True,Backward
2923,"At 12:00, Lily flew to New York.","After 3 PM, Lily flew to New York.",Contradiction,MULTI_day_time,True,Backward
2924,"At 12 PM, the music concert starts.","Before 11:00, the music concert starts.",Contradiction,MULTI_day_time,True,Backward
2925,"At 2 PM, the tiger was last spotted.","Before 13:00, the tiger was last spotted.",Contradiction,MULTI_day_time,True,Backward
2926,"At 20:00, I last had dinner with my friends.","Before 2 PM, I last had dinner with my friends.",Contradiction,MULTI_day_time,True,Backward
2927,"At 15:00, he left his job.","Before 7 AM, he left his job.",Contradiction,MULTI_day_time,True,Backward
2928,"At 6 AM, the conference was held.","Before 03:00, the conference was held.",Contradiction,MULTI_day_time,True,Backward
2929,"At 12 PM, the city had a huge power outage.","Before 19:00, the city had a huge power outage.",Entailment,MULTI_day_time,True,Backward
2930,"At 03:00, a tsunami hit the coast.","After 7 AM, a tsunami hit the coast.",Contradiction,MULTI_day_time,True,Backward
2931,"At 11 PM, this team won the world cup.","Before 15:00, this team won the world cup.",Contradiction,MULTI_day_time,True,Backward
2932,"At 1 PM, her internship at Google began.","Before 09:00, her internship at Google began.",Contradiction,MULTI_day_time,True,Backward
2933,"At 8 PM, the country declared martial law.","After 11:00, the country declared martial law.",Entailment,MULTI_day_time,True,Backward
2934,"At 1 AM, the price of this stock peaked.","After 08:00, the price of this stock peaked.",Contradiction,MULTI_day_time,True,Backward
2935,"At 13:00, the failing company issued major layoffs.","Before 11 PM, the failing company issued major layoffs.",Entailment,MULTI_day_time,True,Backward
2936,"At 5 AM, the government budget comes out.","After 01:00, the government budget comes out.",Entailment,MULTI_day_time,True,Backward
2937,"At 22:00, the prison sentence of that convict ends.","Before 3 PM, the prison sentence of that convict ends.",Contradiction,MULTI_day_time,True,Backward
2938,"At 4 AM, this article was published.","Before 08:00, this article was published.",Entailment,MULTI_day_time,True,Backward
2939,"At 4 PM, I posted this picture on Instagram.","After 10:00, I posted this picture on Instagram.",Entailment,MULTI_day_time,True,Backward
2940,"Before 20:00, they got married.","Before 9 AM, they got married.",Neutral,MULTI_day_time,False,Backward
2941,"After 10 AM, we went to Disneyland.","Before 20:00, we went to Disneyland.",Neutral,MULTI_day_time,False,Backward
2942,"Before 5 PM, Michael will buy the house.","Before 13:00, Michael will buy the house.",Neutral,MULTI_day_time,False,Backward
2943,"After 17:00, Lily flew to New York.","After 3 PM, Lily flew to New York.",Entailment,MULTI_day_time,False,Backward
2944,"Before 3 AM, the music concert starts.","After 04:00, the music concert starts.",Contradiction,MULTI_day_time,False,Backward
2945,"After 10 AM, the tiger was last spotted.","Before 16:00, the tiger was last spotted.",Neutral,MULTI_day_time,False,Backward
2946,"After 2 AM, I last had dinner with my friends.","After 03:00, I last had dinner with my friends.",Neutral,MULTI_day_time,False,Backward
2947,"Before 6 AM, he left his job.","After 15:00, he left his job.",Contradiction,MULTI_day_time,False,Backward
2948,"Before 2 AM, the conference was held.","Before 13:00, the conference was held.",Entailment,MULTI_day_time,False,Backward
2949,"Before 5 AM, the city had a huge power outage.","Before 17:00, the city had a huge power outage.",Entailment,MULTI_day_time,False,Backward
2950,"Before 3 PM, a tsunami hit the coast.","Before 13:00, a tsunami hit the coast.",Neutral,MULTI_day_time,False,Backward
2951,"After 11 PM, this team won the world cup.","Before 16:00, this team won the world cup.",Contradiction,MULTI_day_time,False,Backward
2952,"Before 6 AM, her internship at Google began.","After 17:00, her internship at Google began.",Contradiction,MULTI_day_time,False,Backward
2953,"Before 7 AM, the country declared martial law.","After 17:00, the country declared martial law.",Contradiction,MULTI_day_time,False,Backward
2954,"Before 9 AM, the price of this stock peaked.","After 05:00, the price of this stock peaked.",Neutral,MULTI_day_time,False,Backward
2955,"Before 14:00, the failing company issued major layoffs.","After 7 PM, the failing company issued major layoffs.",Contradiction,MULTI_day_time,False,Backward
2956,"After 5 AM, the government budget comes out.","After 02:00, the government budget comes out.",Entailment,MULTI_day_time,False,Backward
2957,"Before 11:00, the prison sentence of that convict ends.","After 9 PM, the prison sentence of that convict ends.",Contradiction,MULTI_day_time,False,Backward
2958,"After 03:00, this article was published.","Before 12 AM, this article was published.",Contradiction,MULTI_day_time,False,Backward
2959,"Before 9 AM, I posted this picture on Instagram.","Before 19:00, I posted this picture on Instagram.",Entailment,MULTI_day_time,False,Backward
2960,They got married at 11 PM.,They got married after 12:00.,Entailment,MULTI_day_time,True,Forward
