,Premise,Hypothesis,Label,Type,Dur Type,Next Cycle,Temp Type
30,Jeremy will start his internship in May which will end in Oct.,Jeremy will be doing an internship for more than 50 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,False,Spread
31,Jeremy will start his internship in May which will end in Oct.,Jeremy will be doing an internship for more than 4 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,False,Spread
32,Jeremy will start his internship in May which will end in Oct.,Jeremy will be doing an internship for less than 5 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,False,Spread
33,Jeremy will start his internship in May which will end in Oct.,Jeremy will be doing an internship for less than 6 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,False,Spread
34,Jeremy will start his internship in May which will end in Oct.,Jeremy will be doing an internship for less than 50 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,False,Spread
35,Jeremy will start his internship in May which will end in Oct.,Jeremy will be doing an internship for less than 4 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,False,Spread
36,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for 1 month.,Entailment,SINGLE_month_abv,EQUAL_GOLD,False,Spread
37,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for 2 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,False,Spread
38,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,False,Spread
39,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for more than 1 month.,Contradiction,SINGLE_month_abv,MORE_GOLD,False,Spread
40,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for more than 2 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,False,Spread
41,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for more than 10 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,False,Spread
42,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for less than 1 month.,Contradiction,SINGLE_month_abv,LESS_GOLD,False,Spread
43,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for less than 2 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,False,Spread
44,The spring quarter begins in Oct and ends in Nov.,The spring quarter lasts for less than 10 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,False,Spread
45,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for 10 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,False,Spread
46,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for 11 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,False,Spread
47,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for 100 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,False,Spread
48,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for 9 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,False,Spread
49,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for more than 10 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,False,Spread
50,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for more than 11 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,False,Spread
51,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for more than 100 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,False,Spread
52,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for more than 9 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,False,Spread
53,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for less than 10 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,False,Spread
54,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for less than 11 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,False,Spread
55,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for less than 100 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,False,Spread
56,I started working on my PhD application in Jan and got done in Nov.,I worked on my PhD application for less than 9 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,False,Spread
0,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for 4 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,False,Near
1,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for 5 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,False,Near
2,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for 40 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,False,Near
3,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for 3 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,False,Near
4,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for more than 4 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,False,Near
5,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for more than 5 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,False,Near
6,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for more than 40 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,False,Near
7,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for more than 3 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,False,Near
8,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for less than 4 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,False,Near
9,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for less than 5 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,False,Near
10,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for less than 40 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,False,Near
11,I will be going on a long vacation from May to Sep.,I will be going on a long vacation for less than 3 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,False,Near
12,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for 7 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,False,Near
13,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for 8 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,False,Near
14,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for 70 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,False,Near
15,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for 6 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,False,Near
16,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for more than 7 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,False,Near
17,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for more than 8 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,False,Near
18,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for more than 70 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,False,Near
19,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for more than 6 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,False,Near
20,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for less than 7 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,False,Near
21,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for less than 8 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,False,Near
22,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for less than 70 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,False,Near
23,The weather here is pleasant from Feb to Sep.,The weather here is pleasant for less than 6 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,False,Near
24,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for 2 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,False,Near
25,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for 3 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,False,Near
26,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for 20 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,False,Near
27,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for 1 month.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,False,Near
28,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for more than 2 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,False,Near
29,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for more than 3 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,False,Near
30,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for more than 20 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,False,Near
31,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for more than 1 month.,Entailment,SINGLE_month_abv,MORE_GOLD-1,False,Near
32,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for less than 2 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,False,Near
33,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for less than 3 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,False,Near
34,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for less than 20 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,False,Near
35,Jeremy will be doing an internship from Oct to Dec.,Jeremy will be doing an internship for less than 1 month.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,False,Near
36,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for 9 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,False,Near
37,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,False,Near
38,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for 90 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,False,Near
39,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for 8 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,False,Near
40,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for more than 9 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,False,Near
41,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for more than 10 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,False,Near
42,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for more than 90 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,False,Near
43,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for more than 8 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,False,Near
44,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for less than 9 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,False,Near
45,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for less than 10 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,False,Near
46,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for less than 90 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,False,Near
47,The spring quarter lasts from Feb to Nov.,The spring quarter lasts for less than 8 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,False,Near
48,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for 9 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,False,Near
49,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,False,Near
50,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for 90 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,False,Near
51,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for 8 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,False,Near
52,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for more than 9 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,False,Near
53,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for more than 10 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,False,Near
54,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for more than 90 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,False,Near
55,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for more than 8 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,False,Near
56,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for less than 9 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,False,Near
57,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for less than 10 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,False,Near
58,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for less than 90 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,False,Near
59,I worked on my PhD application from Jan to Oct.,I worked on my PhD application for less than 8 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,False,Near
0,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for 10 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Spread
1,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for 11 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Spread
2,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for 100 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Spread
3,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for 9 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,True,Spread
4,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for more than 10 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Spread
5,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for more than 11 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,True,Spread
6,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for more than 100 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,True,Spread
7,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for more than 9 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,True,Spread
8,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for less than 10 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,True,Spread
9,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for less than 11 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,True,Spread
10,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for less than 100 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,True,Spread
11,I will be leaving on a long vacation in Oct and be back in Aug.,I will be going on a long vacation for less than 9 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,True,Spread
12,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for 11 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Spread
13,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for 12 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Spread
14,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for 110 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Spread
15,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,True,Spread
16,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for more than 11 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Spread
17,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for more than 12 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,True,Spread
18,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for more than 110 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,True,Spread
19,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for more than 10 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,True,Spread
20,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for less than 11 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,True,Spread
21,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for less than 12 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,True,Spread
22,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for less than 110 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,True,Spread
23,The pleasant weather here starts in Mar and ends in Feb.,The weather here is pleasant for less than 10 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,True,Spread
24,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for 9 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Spread
25,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Spread
26,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for 90 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Spread
27,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for 8 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,True,Spread
28,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for more than 9 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Spread
29,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for more than 10 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,True,Spread
30,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for more than 90 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,True,Spread
31,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for more than 8 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,True,Spread
32,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for less than 9 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,True,Spread
33,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for less than 10 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,True,Spread
34,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for less than 90 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,True,Spread
35,Jeremy will start his internship in Apr which will end in Jan.,Jeremy will be doing an internship for less than 8 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,True,Spread
36,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for 11 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Spread
37,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for 12 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Spread
38,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for 110 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Spread
39,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,True,Spread
40,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for more than 11 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Spread
41,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for more than 12 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,True,Spread
42,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for more than 110 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,True,Spread
43,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for more than 10 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,True,Spread
44,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for less than 11 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,True,Spread
45,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for less than 12 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,True,Spread
46,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for less than 110 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,True,Spread
47,The spring quarter begins in May and ends in Apr.,The spring quarter lasts for less than 10 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,True,Spread
48,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for 8 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Spread
49,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for 9 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Spread
50,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for 80 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Spread
51,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for 7 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,True,Spread
52,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for more than 8 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Spread
53,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for more than 9 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,True,Spread
54,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for more than 80 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,True,Spread
55,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for more than 7 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,True,Spread
56,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for less than 8 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,True,Spread
57,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for less than 9 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,True,Spread
58,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for less than 80 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,True,Spread
59,I started working on my PhD application in Dec and got done in Aug.,I worked on my PhD application for less than 7 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,True,Spread
0,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for 2 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Near
1,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for 3 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Near
2,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for 20 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Near
3,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for 1 month.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,True,Near
4,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for more than 2 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Near
5,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for more than 3 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,True,Near
6,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for more than 20 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,True,Near
7,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for more than 1 month.,Entailment,SINGLE_month_abv,MORE_GOLD-1,True,Near
8,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for less than 2 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,True,Near
9,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for less than 3 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,True,Near
10,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for less than 20 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,True,Near
11,I will be going on a long vacation from Nov to Jan.,I will be going on a long vacation for less than 1 month.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,True,Near
12,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for 11 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Near
13,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for 12 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Near
14,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for 110 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Near
15,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,True,Near
16,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for more than 11 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Near
17,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for more than 12 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,True,Near
18,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for more than 110 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,True,Near
19,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for more than 10 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,True,Near
20,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for less than 11 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,True,Near
21,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for less than 12 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,True,Near
22,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for less than 110 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,True,Near
23,The weather here is pleasant from Oct to Sep.,The weather here is pleasant for less than 10 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,True,Near
24,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for 9 months.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Near
25,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Near
26,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for 90 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Near
27,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for 8 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD-1,True,Near
28,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for more than 9 months.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Near
29,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for more than 10 months.,Contradiction,SINGLE_month_abv,MORE_GOLD+1,True,Near
30,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for more than 90 months.,Contradiction,SINGLE_month_abv,MORE_GOLD*10,True,Near
31,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for more than 8 months.,Entailment,SINGLE_month_abv,MORE_GOLD-1,True,Near
32,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for less than 9 months.,Contradiction,SINGLE_month_abv,LESS_GOLD,True,Near
33,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for less than 10 months.,Entailment,SINGLE_month_abv,LESS_GOLD+1,True,Near
34,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for less than 90 months.,Entailment,SINGLE_month_abv,LESS_GOLD*10,True,Near
35,Jeremy will be doing an internship from Jun to Mar.,Jeremy will be doing an internship for less than 8 months.,Contradiction,SINGLE_month_abv,LESS_GOLD-1,True,Near
36,The spring quarter lasts from Dec to Jan.,The spring quarter lasts for 1 month.,Entailment,SINGLE_month_abv,EQUAL_GOLD,True,Near
37,The spring quarter lasts from Dec to Jan.,The spring quarter lasts for 2 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD+1,True,Near
38,The spring quarter lasts from Dec to Jan.,The spring quarter lasts for 10 months.,Contradiction,SINGLE_month_abv,EQUAL_GOLD*10,True,Near
39,The spring quarter lasts from Dec to Jan.,The spring quarter lasts for more than 1 month.,Contradiction,SINGLE_month_abv,MORE_GOLD,True,Near
